Academic Concept,Concept URL,Subcategory,Reference Title,Reference URL,Citation
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,"Play, Cognitive Development, and the Social World: Piaget, Vygotsky, and Beyond",https://doi.org/10.1159/000277285,"Ageliki Nicolopoulou. ""Play, Cognitive Development, and the Social World: Piaget, Vygotsky, and Beyond"". crossref, 2010."
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,"Vygotsky, Piaget, and Bandura: Perspectives on the Relations between the Social World and Cognitive Development",https://doi.org/10.1159/000277297,"Jonathan R.H. Tudge, Paul A. Winterhoff. ""Vygotsky, Piaget, and Bandura: Perspectives on the Relations between the Social World and Cognitive Development"". crossref, 2010."
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,"Vygotsky, Piaget and the Dialectic of Development",https://doi.org/10.1159/000276332,"Thomas Bidell. ""Vygotsky, Piaget and the Dialectic of Development"". crossref, 2010."
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Scientific Reference,https://archive.org/details/aionresearchesin0009_part2,"Aion. by Carl Gustav Jung, Gerhard Adler, R. F.C. Hull. (1951). — Routledge and Kegan Paul. ISBN: 9780710062949"
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Wisdom of the Psyche,https://openlibrary.org/works/OL21297560W,Wisdom of the Psyche. by Ginette Paris. (2013). — Routledge. ISBN: 9781138900868
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Descent of the Soul and the Archaic,https://openlibrary.org/works/OL27808224W,"Descent of the Soul and the Archaic. by Paul Bishop, Terence Dawson, Leslie Gardner. (2022). — Taylor & Francis Group. ISBN: 9780367515010"
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Depth Psychology and Climate Change,https://openlibrary.org/works/OL21710565W,Depth Psychology and Climate Change. by Dale Mathers. (2020). — Taylor & Francis Group. ISBN: 1000264459
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,"Jungian Analysis, Depth Psychology, and Soul",https://openlibrary.org/works/OL21328854W,"Jungian Analysis, Depth Psychology, and Soul. by Thomas B. Kirsch. (2017). — Taylor & Francis Group. ISBN: 113868869X"
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Tiefenpsychologie und neue Ethik,https://archive.org/details/depthpsychologya0000neum,"Tiefenpsychologie und neue Ethik. by Erich Neumann, Juan Pérez Ruiz, Juan Pérez Ruiz. (1949). — Harper Torchbooks. ISBN: 9780061317774"
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Sigmund Freud and Carl Jung on Myths and Archetypes of the Collective Unconscious: Unnoticed Similarity,https://doi.org/10.18523/2617-1678.2021.8.25-37,"Menzhulin, Vadym. ""Sigmund Freud and Carl Jung on Myths and Archetypes of the Collective Unconscious: Unnoticed Similarity"". semantic_scholar_foundational, 2021."
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,"Multitemporal materialism. History and unconscious memory, between Freud and Benjamin",https://doi.org/10.1080/00207578.2020.1772074,"Leandro Drivet. ""Multitemporal materialism. History and unconscious memory, between Freud and Benjamin"". semantic_scholar_foundational, 2020."
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Discovering the Freud wars: Henri F. Ellenberger and the polarized history of psychotherapy in France (circa 1970).,https://doi.org/10.1037/hop0000281,"Forner, E., Amouroux, R., Aronov, M., Serina, F. ""Discovering the Freud wars: Henri F. Ellenberger and the polarized history of psychotherapy in France (circa 1970)"". semantic_scholar_foundational, 2025."
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,"Dress, Dreams, and Desire",https://doi.org/10.5040/9781350428218,"V. Steele. ""Dress, Dreams, and Desire"". semantic_scholar_foundational, 2023."
"Social Stratification: Class, Status, Power, and Inequality",https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Caste,https://openlibrary.org/works/OL20878310W,"Caste. by Isabel Wilkerson, Antonio Francisco Rodríguez Esteban. (2020). — Delacorte Press. ISBN: 0593427963"
"Social Stratification: Class, Status, Power, and Inequality",https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,"Class, status and power",https://archive.org/details/classstatuspower0000rein_u3f6,"Class, status and power. by Reinhard Bendix, Seymour Martin Lipset. (1953). — Free Press. ISBN: 9788424002718"
"Social Stratification: Class, Status, Power, and Inequality",https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Social Stratification and Inequality,https://archive.org/details/socialstratifica00kerb,Social Stratification and Inequality. by Harold R. Kerbo. (1983). — McGraw-Hill Education. ISBN: 0072997699
"Social Stratification: Class, Status, Power, and Inequality",https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,End of Social Inequality?,https://openlibrary.org/works/OL39207385W,End of Social Inequality?. by David Lane. (2024). — Taylor & Francis Group. ISBN: 9781032880594
"Social Stratification: Class, Status, Power, and Inequality",https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,The Gender Division of Welfare,https://archive.org/details/genderdivisionof00mary,The Gender Division of Welfare. by Mary Daly. (2000). — Cambridge University Press. ISBN: 0521623316
"Social Stratification: Class, Status, Power, and Inequality",https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Random family,https://archive.org/details/zomaarfamilielie0000lebl,Random family. by Adrian Nicole LeBlanc. (2003). — EDITIONS DE L'OLIVIER. ISBN: 9780965617475
"Social Stratification: Class, Status, Power, and Inequality",https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Jude the Obscure,https://archive.org/details/judeobscure0000unse_r5l3,Jude the Obscure. by Thomas Hardy. (1895). — Houghton Mifflin. ISBN: 9780497261672
"Social Stratification: Class, Status, Power, and Inequality",https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Great Expectations,https://archive.org/details/dickenswork14dick,Great Expectations. by Charles Dickens. (1861). — Race Point Publishing. ISBN: 0862250862
"Social Stratification: Class, Status, Power, and Inequality",https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Gunnm last order,https://archive.org/details/battleangelalita0009kish,Gunnm last order. by Yukito Kishiro. (1994). — Viz Communications. ISBN: 9781591162810
"Social Stratification: Class, Status, Power, and Inequality",https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Iron Gold,https://archive.org/details/realjesusofnazar0000unse,Iron Gold. by Pierce Brown. (2018). — publisher not identified. ISBN: 9781473646551
"Social Institutions and Collective Behavior: Norms, Deviance, and Social Control",https://smarticle.tech/en/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,Sociology,De la démocratie en Amérique,https://archive.org/details/democracyiname01tocq,"De la démocratie en Amérique. by Alexis de Tocqueville, Gustave de Beaumont. (1835). — Blackstone Pub. ISBN: 0451603621"
"Social Institutions and Collective Behavior: Norms, Deviance, and Social Control",https://smarticle.tech/en/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,Sociology,Nicomachean Ethics,https://archive.org/details/nicomacheanethic1865aris,Nicomachean Ethics. by Aristotle. (1558). — Harvard University Press. ISBN: 1015407412
"Social Institutions and Collective Behavior: Norms, Deviance, and Social Control",https://smarticle.tech/en/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,Sociology,Manifest der Kommunistischen Partei,https://archive.org/details/communistmanifes00marx_490,"Manifest der Kommunistischen Partei. by Karl Marx, Friedrich Engels. (1848). — Office der Bildungs-Gesellschaft für Arbeiter. ISBN: 2209057930"
"Social Institutions and Collective Behavior: Norms, Deviance, and Social Control",https://smarticle.tech/en/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,Sociology,Building Communism and Policing Deviance in the Soviet Union,https://openlibrary.org/works/OL25763918W,Building Communism and Policing Deviance in the Soviet Union. by Mirjam Galley. (2020). — Taylor & Francis Group. ISBN: 1000335445
"Social Institutions and Collective Behavior: Norms, Deviance, and Social Control",https://smarticle.tech/en/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,Sociology,"From Norm Violations to Norm Development: Deviance, International Institutions, and the Torture Prohibition",https://doi.org/10.1093/isq/sqad043,"Lesch, Max. ""From Norm Violations to Norm Development: Deviance, International Institutions, and the Torture Prohibition"". International Studies Quarterly, 2023."
"Social Institutions and Collective Behavior: Norms, Deviance, and Social Control",https://smarticle.tech/en/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,Sociology,The emergence of deviance: Experiments testing the personal effects of violating a social norm,https://doi.org/10.31234/osf.io/xk3zw,"Gomila, Robin, and Elizabeth Levy Paluck. ""The emergence of deviance: Experiments testing the personal effects of violating a social norm"". crossref, 2020."
"Social Institutions and Collective Behavior: Norms, Deviance, and Social Control",https://smarticle.tech/en/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,Sociology,Deviance or norm? Exploring corporate social responsibility,https://doi.org/10.1108/09555341011056177,"Ralston, Ekaterina S. ""Deviance or norm? Exploring corporate social responsibility"". crossref, 2010."
"Social Institutions and Collective Behavior: Norms, Deviance, and Social Control",https://smarticle.tech/en/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,Sociology,The nature of collective behavior.,https://doi.org/10.1037/14412-004,"Smelser, Neil J. ""The nature of collective behavior"". crossref, 1962."
"Social Institutions and Collective Behavior: Norms, Deviance, and Social Control",https://smarticle.tech/en/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,Sociology,Theory of collective behavior.,https://doi.org/10.1037/14412-000,"Smelser, Neil J. ""Theory of collective behavior"". crossref, 1963."
"Urban Sociology: Cities, Urbanization, and Metropolitan Social Dynamics",https://smarticle.tech/en/article/urban-sociology-cities-urbanization-and-metropolitan-social-dynamics-202605130202,Sociology,The Gold coast and slum,https://archive.org/details/rareharveywzorba0000harv,The Gold coast and slum. by Harvey Warren Zorbaugh. (1929). — Chicago U.P.. ISBN: 9780226989457
"Urban Sociology: Cities, Urbanization, and Metropolitan Social Dynamics",https://smarticle.tech/en/article/urban-sociology-cities-urbanization-and-metropolitan-social-dynamics-202605130202,Sociology,"The Muqaddimah, an introduction to history",https://archive.org/details/muqaddimatalalla008800,"The Muqaddimah, an introduction to history. by Ibn Khaldūn, عبد الرحمن ابن خلدون Abdel Rahman Ibn Khaldun. (1858). — Sindbad. ISBN: 9780710016829"
"Urban Sociology: Cities, Urbanization, and Metropolitan Social Dynamics",https://smarticle.tech/en/article/urban-sociology-cities-urbanization-and-metropolitan-social-dynamics-202605130202,Sociology,La Société du spectacle,https://archive.org/details/introductionalas0000voye,La Société du spectacle. by Guy Debord. (1967). — Gallimard. ISBN: 2070394433
"Urban Sociology: Cities, Urbanization, and Metropolitan Social Dynamics",https://smarticle.tech/en/article/urban-sociology-cities-urbanization-and-metropolitan-social-dynamics-202605130202,Sociology,Schumpeterian Dynamics and Metropolitan-Scale Productivity,https://openlibrary.org/works/OL21329649W,Schumpeterian Dynamics and Metropolitan-Scale Productivity. by Yeonwoo Lee. (2017). — Taylor & Francis Group. ISBN: 9781138718944
"Urban Sociology: Cities, Urbanization, and Metropolitan Social Dynamics",https://smarticle.tech/en/article/urban-sociology-cities-urbanization-and-metropolitan-social-dynamics-202605130202,Sociology,"Modeling social heterogeneity, neighborhoods and local influences on urban real estate prices",https://openlibrary.org/works/OL18634157W,"Modeling social heterogeneity, neighborhoods and local influences on urban real estate prices. by Bernardo Alves Furtado. (2009). — Faculteit Geowetenschappen Universiteit Utrecht. ISBN: 9068094289"
"Urban Sociology: Cities, Urbanization, and Metropolitan Social Dynamics",https://smarticle.tech/en/article/urban-sociology-cities-urbanization-and-metropolitan-social-dynamics-202605130202,Sociology,The American nation,https://archive.org/details/shorthistoryofam0002garr,"The American nation. by John Arthur Garraty, Mark C. Carnes. (1966). — HarperCollins. ISBN: 9780060422660"
"Urban Sociology: Cities, Urbanization, and Metropolitan Social Dynamics",https://smarticle.tech/en/article/urban-sociology-cities-urbanization-and-metropolitan-social-dynamics-202605130202,Sociology,Sozialgeschichte der Kunst und Literatur,https://archive.org/details/bwb_P3-DUZ-063,"Sozialgeschichte der Kunst und Literatur. by Arnold Hauser, S. Godman, Harris, Jonathan. (1951). — Routledge & K. Paul. ISBN: 9781280172977"
"Urban Sociology: Cities, Urbanization, and Metropolitan Social Dynamics",https://smarticle.tech/en/article/urban-sociology-cities-urbanization-and-metropolitan-social-dynamics-202605130202,Sociology,Sociology and the study of cities,https://doi.org/10.1093/med/9780198804949.003.0002,"Orum, Anthony M. ""Sociology and the study of cities"". crossref, 2019."
Educational Psychology and Learning Theories: Behaviorism to Constructivism,https://smarticle.tech/en/article/educational-psychology-and-learning-theories-behaviorism-to-constructivism-202605130210,Education,Summerhill,https://archive.org/details/summerhill0000asne,Summerhill. by A. S. Neill. (1926). — Eumo Editorial SAU. ISBN: 0805512993
Educational Psychology and Learning Theories: Behaviorism to Constructivism,https://smarticle.tech/en/article/educational-psychology-and-learning-theories-behaviorism-to-constructivism-202605130210,Education,The world of psychology,https://archive.org/details/worldofpsycholog0000wood,"The world of psychology. by Samuel E. Wood, Ellen Green Wood, Denise Boyd. (1992). — Pearson/Allyn and Bacon. ISBN: 0205490166"
Educational Psychology and Learning Theories: Behaviorism to Constructivism,https://smarticle.tech/en/article/educational-psychology-and-learning-theories-behaviorism-to-constructivism-202605130210,Education,Educational psychology,https://archive.org/details/educationalpsych0000wool_q8m9,"Educational psychology. by Anita Woolfolk Hoy, Philip H. Winne, Nancy E. Perry. (1987). — Not Avail. ISBN: 0205155421"
Educational Psychology and Learning Theories: Behaviorism to Constructivism,https://smarticle.tech/en/article/educational-psychology-and-learning-theories-behaviorism-to-constructivism-202605130210,Education,"Behaviorism, Constructivism, and Communities of Practice: How Pedagogic Theories Help Us Understand Game-Based Language Learning",https://doi.org/10.1057/9781137005267_4,"Filsecker, Michael, and Judith Bündgens-Kosten. ""Behaviorism, Constructivism, and Communities of Practice: How Pedagogic Theories Help Us Understand Game-Based Language Learning"". *crossref*, 2012."
Educational Psychology and Learning Theories: Behaviorism to Constructivism,https://smarticle.tech/en/article/educational-psychology-and-learning-theories-behaviorism-to-constructivism-202605130210,Education,From Behaviorism to Constructivism: A Philosophical Journey from Drill and Practice to Situated Learning,https://doi.org/10.4324/9780203878842-22,"Ertmer, P. A., & Newby, T. J. ""From Behaviorism to Constructivism: A Philosophical Journey from Drill and Practice to Situated Learning"". crossref, 1993."
"Curriculum Development: Theory, Design, and Reform",https://smarticle.tech/en/article/curriculum-development-theory-design-and-reform-202605130219,Education,The school and society,https://archive.org/details/schoolsociety00dewerich,The school and society. by John Dewey. (1899). — University of Chicago Press. ISBN: 9781428615168
"Curriculum Development: Theory, Design, and Reform",https://smarticle.tech/en/article/curriculum-development-theory-design-and-reform-202605130219,Education,Curriculum development,https://archive.org/details/curriculumdevelo0000wile_z4k9,"Curriculum development. by Jon Wiles, Jon W. Wiles, Joseph C. Bondi. (1979). — Pearson. ISBN: 9780130983534"
"Curriculum Development: Theory, Design, and Reform",https://smarticle.tech/en/article/curriculum-development-theory-design-and-reform-202605130219,Education,Model programs--childhood education,https://openlibrary.org/works/OL6632202W,Model programs--childhood education. by American Institutes for Research.. (1970)
"Curriculum Development: Theory, Design, and Reform",https://smarticle.tech/en/article/curriculum-development-theory-design-and-reform-202605130219,Education,Understanding curriculum,https://archive.org/details/understandingcur0000unse_c9h9,"Understanding curriculum. by William Pinar, William F. Pinar, William M. Reynolds. (1995). — Peter Lang Pub Inc. ISBN: 0820426016"
"Curriculum Development: Theory, Design, and Reform",https://smarticle.tech/en/article/curriculum-development-theory-design-and-reform-202605130219,Education,Het Achterhuis,https://archive.org/details/lp_the-diary-of-a-young-girl_anne-frank-elinor-basescu,Het Achterhuis. by Anne Frank. (1944). — Fischer-Taschenbuch-Verlag. ISBN: 0385508476
"Curriculum Development: Theory, Design, and Reform",https://smarticle.tech/en/article/curriculum-development-theory-design-and-reform-202605130219,Education,Achievement in primary schools,https://archive.org/details/achievementinpri0000grea,"Achievement in primary schools. by Great Britain. Parliament. House of Commons. Education, Science and Arts Committee.. (1984). — H.M.S.O.. ISBN: 9780100085541"
"Curriculum Development: Theory, Design, and Reform",https://smarticle.tech/en/article/curriculum-development-theory-design-and-reform-202605130219,Education,A Hand for Spelling,https://openlibrary.org/works/OL9185512W,A Hand for Spelling. by Charles C. Cripps. (1988). — LDA. ISBN: 1855032074
"Curriculum Development: Theory, Design, and Reform",https://smarticle.tech/en/article/curriculum-development-theory-design-and-reform-202605130219,Education,Art & Indian children of the Dakotas,https://openlibrary.org/works/OL10385174W,"Art & Indian children of the Dakotas. by Arthur Amiotte. (1982). — U.S. Department of the Interior, Bureau of Indian Affairs, Aberdeen Area Office"
"Curriculum Development: Theory, Design, and Reform",https://smarticle.tech/en/article/curriculum-development-theory-design-and-reform-202605130219,Education,The ID casebook,https://openlibrary.org/works/OL1915461W,"The ID casebook. by Peggy A. Ertmer, James Quinn. (1998). — Routledge. ISBN: 1138574449"
"Curriculum Development: Theory, Design, and Reform",https://smarticle.tech/en/article/curriculum-development-theory-design-and-reform-202605130219,Education,"[Papers presented at the 20th Annual Conference of the Ontario Educational Research Council, Toronto, Ontario, December 1-2, 1978]",https://openlibrary.org/works/OL12357435W,"[Papers presented at the 20th Annual Conference of the Ontario Educational Research Council, Toronto, Ontario, December 1-2, 1978]. by Ontario Educational Research Council. Conference. (1966). — Sine nomine"
"Literacy, Critical Pedagogy, and Access to Education",https://smarticle.tech/en/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,Critical Literacy and Urban Youth,https://archive.org/details/criticalliteracy0000morr,Critical Literacy and Urban Youth. by Ernest Morrell. (2007). — Routledge. ISBN: 9781135599843
"Literacy, Critical Pedagogy, and Access to Education",https://smarticle.tech/en/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,Developing Media Literacy in Cyberspace,https://archive.org/details/developingmedial0000frec,"Developing Media Literacy in Cyberspace. by Julie D. Frechette. (2002). — ABC-CLIO, LLC. ISBN: 9780275975784"
"Literacy, Critical Pedagogy, and Access to Education",https://smarticle.tech/en/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,Authority in language,https://openlibrary.org/works/OL1892734W,"Authority in language. by James Milroy, Lesley Milroy. (1927). — Routledge & K. Paul. ISBN: 9781136446184"
"Literacy, Critical Pedagogy, and Access to Education",https://smarticle.tech/en/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,"[Papers presented at the 20th Annual Conference of the Ontario Educational Research Council, Toronto, Ontario, December 1-2, 1978]",https://openlibrary.org/works/OL12357435W,"[Papers presented at the 20th Annual Conference of the Ontario Educational Research Council, Toronto, Ontario, December 1-2, 1978]. by Ontario Educational Research Council. Conference. (1966). — Sine nomine"
"Literacy, Critical Pedagogy, and Access to Education",https://smarticle.tech/en/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,The Pedagogy of Critical Enjoyment: Teaching and Reaching the Hearts and Minds of Adolescent Learners Through Media Literacy Education,https://doi.org/10.23860/jmle-4-2-2,"Redmond, Theresa. ""The Pedagogy of Critical Enjoyment: Teaching and Reaching the Hearts and Minds of Adolescent Learners Through Media Literacy Education"". *Journal of Media Literacy Education*, 2012."
"Literacy, Critical Pedagogy, and Access to Education",https://smarticle.tech/en/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,A Critical History of Art Education: Dangerous Memories and Critical Consciousness,https://doi.org/10.4324/9780203054192-4,"A Critical History of Art Education: Dangerous Memories and Critical Consciousness. crossref, 2012."
"Literacy, Critical Pedagogy, and Access to Education",https://smarticle.tech/en/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,Critical Pedagogy and Postcolonial Education (Saudi Arabia),https://doi.org/10.4324/9781315092584-7,"Taylor, S. ""Critical Pedagogy and Postcolonial Education (Saudi Arabia)"". crossref, 2017."
