Academic Concept (EN),Academic Concept (AR),Concept URL (EN),Concept URL (AR),Subcategory,Reference Title,Reference URL,Citation (EN),Citation (AR)
"Compiler Design: Lexing, Parsing, and Code Generation",تصميم المترجم: التحليل اللغوي، التحليل النحوي، وتوليد الشيفرة.,https://smarticle.tech/en/article/compiler-design-lexing-parsing-and-code-generation-202605121224,https://smarticle.tech/ar/article/compiler-design-lexing-parsing-and-code-generation-202605121224,Programming,An Interactive Tutoring System for Learning Language Processing and Compiler Design,https://doi.org/10.1145/3341525.3393969,"Rafael del Vado Vírseda. ""An Interactive Tutoring System for Learning Language Processing and Compiler Design"". semantic_scholar_foundational, 2020.","رافائيل ديل فادو فيرسييدا. ""نظام تعليمي تفاعلي لتعلم معالجة اللغة وتصميم المترجمات"". *semantic_scholar_foundational*، 2020."
"Compiler Design: Lexing, Parsing, and Code Generation",تصميم المترجم: التحليل اللغوي، التحليل النحوي، وتوليد الشيفرة.,https://smarticle.tech/en/article/compiler-design-lexing-parsing-and-code-generation-202605121224,https://smarticle.tech/ar/article/compiler-design-lexing-parsing-and-code-generation-202605121224,Programming,Compiler Design for recognizing different Programming Languages,https://doi.org/10.1109/ICCCNT61001.2024.10724115,"C. Sharma, B. M. Reddy, D. Swetchana, N. Panda. ""Compiler Design for recognizing different Programming Languages"". semantic_scholar_foundational, 2024.","س. شارما، ب. م. ريدي، د. سويتشانا، ن. باندا. ""تصميم المترجمات للتعرف على لغات البرمجة المختلفة"". *semantic_scholar_foundational*، 2024."
"Compiler Design: Lexing, Parsing, and Code Generation",تصميم المترجم: التحليل اللغوي، التحليل النحوي، وتوليد الشيفرة.,https://smarticle.tech/en/article/compiler-design-lexing-parsing-and-code-generation-202605121224,https://smarticle.tech/ar/article/compiler-design-lexing-parsing-and-code-generation-202605121224,Programming,Encouraging Compiler Optimization Practice for Undergraduate Students through Competition,https://doi.org/10.1145/3430665.3456354,"Yu Zhang et al. ""Encouraging Compiler Optimization Practice for Undergraduate Students through Competition"". *semantic_scholar_foundational*, 2021.","يو زانغ وآخرون. ""تشجيع ممارسة تحسين المترجمات لطلاب المرحلة الجامعية من خلال المسابقات"". *semantic_scholar_foundational*، 2021."
"Compiler Design: Lexing, Parsing, and Code Generation",تصميم المترجم: التحليل اللغوي، التحليل النحوي، وتوليد الشيفرة.,https://smarticle.tech/en/article/compiler-design-lexing-parsing-and-code-generation-202605121224,https://smarticle.tech/ar/article/compiler-design-lexing-parsing-and-code-generation-202605121224,Programming,VkFFT and beyond - a platform for runtime GPU code generation,https://doi.org/10.1145/3585341.3585357,"Dmitrii Tolmachev. ""VkFFT and beyond - a platform for runtime GPU code generation"". semantic_scholar_foundational, 2023.","دميتري تولماتشيف. ""VkFFT وما وراءها - منصة لتوليد كود GPU في وقت التشغيل"". *semantic_scholar_foundational*، 2023."
"Compiler Design: Lexing, Parsing, and Code Generation",تصميم المترجم: التحليل اللغوي، التحليل النحوي، وتوليد الشيفرة.,https://smarticle.tech/en/article/compiler-design-lexing-parsing-and-code-generation-202605121224,https://smarticle.tech/ar/article/compiler-design-lexing-parsing-and-code-generation-202605121224,Programming,A Systematic Literature Review of Lexical Analyzer Implementation Techniques in Compiler Design,https://doi.org/10.47992/ijaeml.2581.7000.0087,"V. Pai T., A. Jayanthila Devi, P. S. Aithal. ""A Systematic Literature Review of Lexical Analyzer Implementation Techniques in Compiler Design"". semantic_scholar_foundational, 2020.","ف. باي ت، أ. جايانثيلا ديفي، ب. س. آيثال. ""مراجعة منهجية للأدبيات حول تقنيات تنفيذ محلل المفردات في تصميم المترجمات"". *semantic_scholar_foundational*، 2020."
"Compiler Design: Lexing, Parsing, and Code Generation",تصميم المترجم: التحليل اللغوي، التحليل النحوي، وتوليد الشيفرة.,https://smarticle.tech/en/article/compiler-design-lexing-parsing-and-code-generation-202605121224,https://smarticle.tech/ar/article/compiler-design-lexing-parsing-and-code-generation-202605121224,Programming,The New Compiler Stack: A Survey on the Synergy of LLMs and Compilers,https://arxiv.org/abs/2601.02045,"Shuoming Zhang, Jiacheng Zhao, Qiucheng Yu, et al. ""The New Compiler Stack: A Survey on the Synergy of LLMs and Compilers"". semantic_scholar_foundational, 2026.","شومينغ زانغ، جياتشنغ زاو، تشيوشنغ يو، وآخرون. ""المكدس الجديد للمترجمات: دراسة استقصائية حول التآزر بين نماذج اللغة الكبيرة والمترجمات"". *semantic_scholar_foundational*، 2026."
"Compiler Design: Lexing, Parsing, and Code Generation",تصميم المترجم: التحليل اللغوي، التحليل النحوي، وتوليد الشيفرة.,https://smarticle.tech/en/article/compiler-design-lexing-parsing-and-code-generation-202605121224,https://smarticle.tech/ar/article/compiler-design-lexing-parsing-and-code-generation-202605121224,Programming,DESIGN OF A TRAINING COMPILER FOR INCREASING THE EFFICIENCY OF LANGUAGE PROCESSORS LEARNING,https://doi.org/10.12753/2066-026x-21-077,"Dimitar Z. Dimitrov, I. Penev. ""DESIGN OF A TRAINING COMPILER FOR INCREASING THE EFFICIENCY OF LANGUAGE PROCESSORS LEARNING"". semantic_scholar_foundational, 2021.","ديميتار ز. ديميتروف، آي. بينيف. ""تصميم مترجم تدريبي لزيادة كفاءة تعلم معالجات اللغة"". *semantic_scholar_foundational*، 2021."
"Object-Oriented Programming: Principles, Patterns, and Paradigm Critique",البرمجة الكائنية التوجه: المبادئ والأنماط ونقد النموذج.,https://smarticle.tech/en/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,https://smarticle.tech/ar/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,Programming,Head First design patterns,https://archive.org/details/headfirstshejimo0000unse,"Head First design patterns. by Eric Freeman, Elisabeth Freeman, Kathy Sierra. (2004). — O'Reilly. ISBN: 9789867794529",Head First design patterns. بقلم Eric Freeman، Elisabeth Freeman، Kathy Sierra. (2004). — O'Reilly. ردمك: 9789867794529
"Object-Oriented Programming: Principles, Patterns, and Paradigm Critique",البرمجة الكائنية التوجه: المبادئ والأنماط ونقد النموذج.,https://smarticle.tech/en/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,https://smarticle.tech/ar/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,Programming,Design Patterns,https://archive.org/details/isbn_9787111095071,"Design Patterns. by Erich Gamma, John Vlissides, Richard Helm. (1995). — AW. ISBN: 3826697006",Design Patterns. بقلم Erich Gamma، John Vlissides، Richard Helm. (1995). — AW. ردمك: 3826697006
"Object-Oriented Programming: Principles, Patterns, and Paradigm Critique",البرمجة الكائنية التوجه: المبادئ والأنماط ونقد النموذج.,https://smarticle.tech/en/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,https://smarticle.tech/ar/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,Programming,"Agile Software Development, Principles, Patterns, and Practices",https://archive.org/details/agilesoftwaredev00robe,"Agile Software Development, Principles, Patterns, and Practices. by Robert C. Martin. (2002). — Prentice Hall. ISBN: 1292025948","Agile Software Development, Principles, Patterns, and Practices. بقلم Robert C. Martin. (2002). — Prentice Hall. ردمك: 1292025948"
"Object-Oriented Programming: Principles, Patterns, and Paradigm Critique",البرمجة الكائنية التوجه: المبادئ والأنماط ونقد النموذج.,https://smarticle.tech/en/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,https://smarticle.tech/ar/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,Programming,"Agile Principles, Patterns, and Practices in C#",https://openlibrary.org/works/OL15180507W,"Agile Principles, Patterns, and Practices in C#. by Robert C. Martin, Micah Martin. (2006). — Pearson Education, Limited. ISBN: 0131857258","Agile Principles, Patterns, and Practices in C#. بقلم Robert C. Martin، Micah Martin. (2006). — Pearson Education, Limited. ردمك: 0131857258"
"Object-Oriented Programming: Principles, Patterns, and Paradigm Critique",البرمجة الكائنية التوجه: المبادئ والأنماط ونقد النموذج.,https://smarticle.tech/en/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,https://smarticle.tech/ar/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,Programming,Python 3 object oriented programming,https://openlibrary.org/works/OL17517253W,"Python 3 object oriented programming. by Dusty Phillips. (2010). — Packt Publishing, Limited. ISBN: 9781849511261","Python 3 object oriented programming. بقلم Dusty Phillips. (2010). — Packt Publishing, Limited. ردمك: 9781849511261"
"Object-Oriented Programming: Principles, Patterns, and Paradigm Critique",البرمجة الكائنية التوجه: المبادئ والأنماط ونقد النموذج.,https://smarticle.tech/en/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,https://smarticle.tech/ar/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,Programming,Designing with Objects,https://openlibrary.org/works/OL21547075W,"Designing with Objects. by Avinash C. Kak. (2014). — Wiley & Sons, Incorporated, John. ISBN: 9781118581209","Designing with Objects. بقلم Avinash C. Kak. (2014). — Wiley & Sons, Incorporated, John. ردمك: 9781118581209"
"Object-Oriented Programming: Principles, Patterns, and Paradigm Critique",البرمجة الكائنية التوجه: المبادئ والأنماط ونقد النموذج.,https://smarticle.tech/en/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,https://smarticle.tech/ar/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,Programming,Object-oriented software development using Java,https://archive.org/details/objectorientedso0000jiax,Object-oriented software development using Java. by Xiaoping Jia. (1999). — Addison-Wesley. ISBN: 0321210735,Object-oriented software development using Java. بقلم Xiaoping Jia. (1999). — Addison-Wesley. ردمك: 0321210735
"Object-Oriented Programming: Principles, Patterns, and Paradigm Critique",البرمجة الكائنية التوجه: المبادئ والأنماط ونقد النموذج.,https://smarticle.tech/en/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,https://smarticle.tech/ar/article/object-oriented-programming-principles-patterns-and-paradigm-critique-202605121232,Programming,Object-oriented programming versus abstract data types,https://doi.org/10.1007/bfb0019443,"Cook, William R. ""Object-oriented programming versus abstract data types"". crossref, 1991.","كوك، ويليام ر. ""البرمجة كائنية التوجه مقابل الأنواع المجردة للبيانات"". كروسريف، 1991."
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",بنية الويب الحديثة: نماذج العميل‑الخادم، شبكات توصيل المحتوى، وتطبيقات الويب التقدمية.,https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,https://smarticle.tech/ar/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,Resourceoriented Architecture Patterns For Webs Of Data,https://archive.org/details/resourceoriented0000slet,Resourceoriented Architecture Patterns For Webs Of Data. by Brian Sletten. (2013). — Springer International Publishing AG. ISBN: 9783031794469,Resourceoriented Architecture Patterns For Webs Of Data. بقلم Brian Sletten. (2013). — Springer International Publishing AG. ردمك: 9783031794469
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",بنية الويب الحديثة: نماذج العميل‑الخادم، شبكات توصيل المحتوى، وتطبيقات الويب التقدمية.,https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,https://smarticle.tech/ar/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,Web application architecture,https://archive.org/details/webapplicationar0000shkl,"Web application architecture. by Leon Shklar, Richard Rosen. (2003). — John Wiley. ISBN: 9780471486565",Web application architecture. بقلم Leon Shklar، Richard Rosen. (2003). — John Wiley. ردمك: 9780471486565
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",بنية الويب الحديثة: نماذج العميل‑الخادم، شبكات توصيل المحتوى، وتطبيقات الويب التقدمية.,https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,https://smarticle.tech/ar/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,"Advances in Computers, Volume 49 (Advances in Computers)",https://archive.org/details/webtechnology00bsma,"Advances in Computers, Volume 49 (Advances in Computers). by Marvin V. Zelkowitz, Marshall C. Yovits. (1995). — Academic Press. ISBN: 9780080526652","Advances in Computers, Volume 49 (Advances in Computers). بقلم Marvin V. Zelkowitz، Marshall C. Yovits. (1995). — Academic Press. ردمك: 9780080526652"
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",بنية الويب الحديثة: نماذج العميل‑الخادم، شبكات توصيل المحتوى، وتطبيقات الويب التقدمية.,https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,https://smarticle.tech/ar/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,Executing SOA,https://archive.org/details/executingsoaprac0000unse,"Executing SOA. by Norbert Bieberstein, Robert G. Laird, Keith Jones. (2008). — Prentice Hall PTR. ISBN: 9780137149780",Executing SOA. بقلم Norbert Bieberstein، Robert G. Laird، Keith Jones. (2008). — Prentice Hall PTR. ردمك: 9780137149780
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",بنية الويب الحديثة: نماذج العميل‑الخادم، شبكات توصيل المحتوى، وتطبيقات الويب التقدمية.,https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,https://smarticle.tech/ar/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,Next Generation SOA,https://archive.org/details/nextgenerationso0000erlt,"Next Generation SOA. by Thomas Erl, Pethuru Chelliah, Clive Gee. (2014). — Pearson Education, Limited. ISBN: 9780133885897","Next Generation SOA. بقلم Thomas Erl، Pethuru Chelliah، Clive Gee. (2014). — Pearson Education, Limited. ردمك: 9780133885897"
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",بنية الويب الحديثة: نماذج العميل‑الخادم، شبكات توصيل المحتوى، وتطبيقات الويب التقدمية.,https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,https://smarticle.tech/ar/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,A Comprehensive Review of Progressive Web Apps: Bridging the Gap Between Web and Native Experiences,https://doi.org/10.21275/sr24517172948,"Mani Shankar Srinivas Lingolu, Manoj Kumar Dobbala. ""A Comprehensive Review of Progressive Web Apps: Bridging the Gap Between Web and Native Experiences"". crossref, 2022.","ماني شانكار سرينيفاس لينغولو، مانوج كومار دوبالا. ""مراجعة شاملة للتطبيقات الويب التقدمية: جسر الفجوة بين تجارب الويب والتطبيقات الأصلية"". كروسريف، 2022."
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",بنية الويب الحديثة: نماذج العميل‑الخادم، شبكات توصيل المحتوى، وتطبيقات الويب التقدمية.,https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,https://smarticle.tech/ar/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,Progressive Web Apps (PWAs): Enhancing User Experience through Modern Web Development,https://doi.org/10.21275/ms241022095359,"Cherukuri, Bangar Raju. ""Progressive Web Apps (PWAs): Enhancing User Experience through Modern Web Development"". crossref, 2024.","تشيروكوري، بانغار راجو. ""التطبيقات الويب التقدمية (PWAs): تعزيز تجربة المستخدم من خلال التطوير الحديث للويب"". كروسريف، 2024."
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",بنية الويب الحديثة: نماذج العميل‑الخادم، شبكات توصيل المحتوى، وتطبيقات الويب التقدمية.,https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,https://smarticle.tech/ar/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,Native Apps vs. Progressive Web Apps: A Comparative Analysis of User Experience and Development Costs,https://doi.org/10.2139/ssrn.5042193,"Irfan Samsyudin. ""Native Apps vs. Progressive Web Apps: A Comparative Analysis of User Experience and Development Costs"". crossref, 2025.","إرفان سامسيودين. ""التطبيقات الأصلية مقابل التطبيقات الويب التقدمية: تحليل مقارن لتجربة المستخدم وتكاليف التطوير"". كروسريف، 2025."
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",بنية الويب الحديثة: نماذج العميل‑الخادم، شبكات توصيل المحتوى، وتطبيقات الويب التقدمية.,https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,https://smarticle.tech/ar/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,Minimal Computing with Progressive Web Apps,https://doi.org/10.63744/kwth4cgwak6x,"Diaz, Chris. ""Minimal Computing with Progressive Web Apps"". crossref, 2022.","دياز، كريس. ""الحوسبة الدنوية مع التطبيقات الويب التقدمية"". كروسريف، 2022."
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",بنية الويب الحديثة: نماذج العميل‑الخادم، شبكات توصيل المحتوى، وتطبيقات الويب التقدمية.,https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,https://smarticle.tech/ar/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,Progressive Web Apps vs Responsive Web Apps,https://doi.org/10.48175/ijarsct-5668,"Chavan, R. C., Bhatkar, S. D., & Muley, K. ""Progressive Web Apps vs Responsive Web Apps"". crossref, 2022.","تشافان، ر. س.، بهاتكار، س. د.، ومولي، ك. ""التطبيقات الويب التقدمية مقابل التطبيقات الويب الاستجابية"". كروسريف، 2022."
RESTful and GraphQL API Design: Principles and Best Practices,تصميم واجهات برمجة التطبيقات RESTful و GraphQL: المبادئ وأفضل الممارسات.,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,https://smarticle.tech/ar/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,RESTful Web APIs: Services for a Changing World,https://archive.org/details/restfulwebapis0000rich,"RESTful Web APIs: Services for a Changing World. by Leonard Richardson, Michael Amundsen, Sam Ruby. (2013). — O'Reilly Media, Incorporated. ISBN: 1449359744","RESTful Web APIs: Services for a Changing World. بقلم Leonard Richardson، Michael Amundsen، Sam Ruby. (2013). — O'Reilly Media, Incorporated. ردمك: 1449359744"
RESTful and GraphQL API Design: Principles and Best Practices,تصميم واجهات برمجة التطبيقات RESTful و GraphQL: المبادئ وأفضل الممارسات.,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,https://smarticle.tech/ar/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,Principles of Web API Design,https://openlibrary.org/works/OL25797025W,"Principles of Web API Design. by James Higginbotham. (2021). — Pearson Education, Limited. ISBN: 9780137355662","Principles of Web API Design. بقلم James Higginbotham. (2021). — Pearson Education, Limited. ردمك: 9780137355662"
RESTful and GraphQL API Design: Principles and Best Practices,تصميم واجهات برمجة التطبيقات RESTful و GraphQL: المبادئ وأفضل الممارسات.,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,https://smarticle.tech/ar/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,"GraphQL: A Comprehensive Analysis of Its Advantages, Challenges, and Best Practices in Modern API Development",https://doi.org/10.55549/epstem.1598445,"Ina PAPADHOPULLI, Hakik PACI. ""GraphQL: A Comprehensive Analysis of Its Advantages, Challenges, and Best Practices in Modern API Development"". crossref, 2024.","إينا پاپادوپولي، حاكيك پاسي. ""GraphQL: تحليل شامل لمزاياها وتحدياتها وأفضل الممارسات في تطوير واجهة برمجة التطبيقات الحديثة"". كروسريف، 2024."
RESTful and GraphQL API Design: Principles and Best Practices,تصميم واجهات برمجة التطبيقات RESTful و GraphQL: المبادئ وأفضل الممارسات.,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,https://smarticle.tech/ar/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,"Testing GraphQL APIs: Challenges, Tools and Best Practices",https://doi.org/10.48175/ijetir-8011,"Vinaysimha Varma Yadavali. ""Testing GraphQL APIs: Challenges, Tools and Best Practices"". crossref, 2021.","ڤيناياسيمها ڤارما ياداڤالي. ""اختبار واجهات برمجة التطبيقات GraphQL: التحديات والأدوات وأفضل الممارسات"". كروسريف، 2021."
RESTful and GraphQL API Design: Principles and Best Practices,تصميم واجهات برمجة التطبيقات RESTful و GraphQL: المبادئ وأفضل الممارسات.,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,https://smarticle.tech/ar/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,"Building Scalable and Efficient GraphQL APIs: Strategies, Optimization, and Best Practices",https://doi.org/10.21428/e90189c8.797cfbf9,"Madupati B., Madupathi S. ""Building Scalable and Efficient GraphQL APIs: Strategies, Optimization, and Best Practices"". crossref, 2025.","مادوپاتي ب.، مادوپاثي س. ""بناء واجهات برمجة التطبيقات GraphQL القابلة للتوسع والكفاءة: الاستراتيجيات والتحسينات وأفضل الممارسات"". كروسريف، 2025."
