Academic Concept,Concept URL,Subcategory,Reference Title,Reference URL,Citation
Entrepreneurial Strategy: Business Model Design and Competitive Positioning,https://smarticle.tech/en/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,"Strategy, Industry Competitive Forces and Positioning",https://doi.org/10.4135/9781036231224.n2,"Strategy, Industry Competitive Forces and Positioning. *crossref*, 2023."
"International Trade: Theory, Trade Agreements, and the WTO Framework",https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,Introduction to International Economics,https://archive.org/details/introductiontoin0000salv,Introduction to International Economics. by Dominick Salvatore. (2004). — John Wiley [distributor]. ISBN: 0471202266
"International Trade: Theory, Trade Agreements, and the WTO Framework",https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,International institutions and Asian development,https://openlibrary.org/works/OL16113428W,International institutions and Asian development. by Shiro Armstrong. (2011). — Routledge. ISBN: 9780415497541
"International Trade: Theory, Trade Agreements, and the WTO Framework",https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,Trade Imbalance,https://openlibrary.org/works/OL15328293W,"Trade Imbalance. by Susan A. Aaronson, Susan Ariel Aaronson, Jamie M. Zimmerman. (2007). — Cambridge. ISBN: 9780511464805"
"International Trade: Theory, Trade Agreements, and the WTO Framework",https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,International Trade and Trade Theory,https://doi.org/10.1007/978-3-540-78265-0_1,"International Trade and Trade Theory. ""International Trade and Trade Theory"". *crossref*, 2008."
"International Trade: Theory, Trade Agreements, and the WTO Framework",https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,"Conceptual Foundations from Trade, Multinational Firms, and Foreign Direct Investment Theory",https://doi.org/10.1201/9780429037597-6,"Ethier, Wilfred J. ""Conceptual Foundations from Trade, Multinational Firms, and Foreign Direct Investment Theory"". crossref, 2019."
"International Trade: Theory, Trade Agreements, and the WTO Framework",https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,69The logical (and moral) foundations of unequal exchange trade theory,https://doi.org/10.4324/9781315723129-6,"69The logical (and moral) foundations of unequal exchange trade theory"". *crossref*, 2015."
"International Trade: Theory, Trade Agreements, and the WTO Framework",https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,Classical International Trade Theories,https://doi.org/10.1007/978-3-540-78265-0_2,"Classical International Trade Theories. ""Classical International Trade Theories"". *crossref*, 2008."
"International Trade: Theory, Trade Agreements, and the WTO Framework",https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,The national dimension to interpretation in the framework of the WTO,https://doi.org/10.1017/cbo9781107337992.006,"World Trade Organization. ""The national dimension to interpretation in the framework of the WTO"". crossref, 2006."
"International Trade: Theory, Trade Agreements, and the WTO Framework",https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,A multilateral framework on investment in the WTO: is there a case for it?,https://doi.org/10.5040/9781350222014.ch-007,"World Trade Organization. ""A multilateral framework on investment in the WTO: is there a case for it?"". crossref, 2003."
"Global Supply Chain Management: Logistics, Risk, and Resilience",https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Supply Chain Risk Management,https://openlibrary.org/works/OL21150109W,Supply Chain Risk Management. by John Manners-Bell. (2017). — Kogan Page. ISBN: 0749480165
"Global Supply Chain Management: Logistics, Risk, and Resilience",https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Political Risk Management for the Global Supply Chain,https://openlibrary.org/works/OL25315307W,Political Risk Management for the Global Supply Chain. by Ralph L. Kliem. (2021). — Taylor & Francis Group. ISBN: 1000422313
"Global Supply Chain Management: Logistics, Risk, and Resilience",https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Promoting Logistics and Supply Chain Resilience Through Digital Transformation,https://openlibrary.org/works/OL28429089W,Promoting Logistics and Supply Chain Resilience Through Digital Transformation. by Ilyas Masudin. (2022). — IGI Global. ISBN: 1668458861
"Global Supply Chain Management: Logistics, Risk, and Resilience",https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Managing Risk of Supply Chain Disruptions,https://openlibrary.org/works/OL21261041W,"Managing Risk of Supply Chain Disruptions. by Tong Shu, Shou Chen, Kin Keung Lai. (2014). — Routledge. ISBN: 131577691X"
"Global Supply Chain Management: Logistics, Risk, and Resilience",https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Risk Management in Supply Chains,https://openlibrary.org/works/OL25325025W,"Risk Management in Supply Chains. by Mohammad Heydari, Kin Keung Lai, Xiaohu Zhou. (2019). — Taylor & Francis Group. ISBN: 9781000707557"
"Global Supply Chain Management: Logistics, Risk, and Resilience",https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Handbook of integrated risk management in global supply chains,https://archive.org/details/handbookintegrat00kouv,Handbook of integrated risk management in global supply chains. by Panos Kouvelis. (2011). — Wiley. ISBN: 1118115791
"Global Supply Chain Management: Logistics, Risk, and Resilience",https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,X-SCM,https://openlibrary.org/works/OL15571025W,X-SCM. by Lisa H. Harrington. (2010). — Routledge. ISBN: 9781136932670
"Global Supply Chain Management: Logistics, Risk, and Resilience",https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Supply Chain Risk,https://openlibrary.org/works/OL8477764W,Supply Chain Risk. by Clare Brindley. (2004). — Ashgate Publishing. ISBN: 9781351896894
"Global Supply Chain Management: Logistics, Risk, and Resilience",https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Why global supply chain management is also total supply chain management,https://doi.org/10.4324/9781003341352-3,"Basu, Ron. ""Why global supply chain management is also total supply chain management"". crossref, 2023."
"Global Supply Chain Management: Logistics, Risk, and Resilience",https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Contemporary global challenges in supply chain management,https://doi.org/10.4324/9781003341352-5,"Ron Basu. ""Contemporary global challenges in supply chain management"". crossref, 2023."
"E-Commerce: Digital Business Models, Payments, and Platform Economics",https://smarticle.tech/en/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,E-commerce and v-business,https://openlibrary.org/works/OL19806927W,E-commerce and v-business. by Stuart Barnes. (2007). — Butterworth-Heinemann. ISBN: 9781136409004
"E-Commerce: Digital Business Models, Payments, and Platform Economics",https://smarticle.tech/en/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,Digital Business and Electronic Commerce,https://openlibrary.org/works/OL27404698W,Digital Business and Electronic Commerce. by Bernd W. Wirtz. (2021). — Springer International Publishing AG. ISBN: 3030634817
"E-Commerce: Digital Business Models, Payments, and Platform Economics",https://smarticle.tech/en/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,"Consumer-driven e-commerce: A literature review, design framework, and research agenda on last-mile logistics models",https://doi.org/10.1108/IJPDLM-02-2017-0081,"S. Lim, Xin Jin, J. Srai. ""Consumer-driven e-commerce: A literature review, design framework, and research agenda on last-mile logistics models"". semantic_scholar_foundational, ."
"E-Commerce: Digital Business Models, Payments, and Platform Economics",https://smarticle.tech/en/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,"Machine Learning Algorithms for Optimizing Search Personalization and Site Reliability in E-Commerce Platforms A Comparative Analysis of Linear Regression, SVR, and AdaBoost",https://doi.org/10.55124/jaim.v3i3.286,"D. Soundarapandian. ""Machine Learning Algorithms for Optimizing Search Personalization and Site Reliability in E-Commerce Platforms A Comparative Analysis of Linear Regression, SVR, and AdaBoost"". semantic_scholar_foundational, ."
"E-Commerce: Digital Business Models, Payments, and Platform Economics",https://smarticle.tech/en/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,"The Impact of E-commerce giants on SMEs: Challenges, opportunities, and the fight for survival in the digital economy",https://doi.org/10.30574/wjarr.2024.24.2.3182,"Adeola N. Raji, Abiola O. Olawore, Deborah Osahor. ""The Impact of E-commerce giants on SMEs: Challenges, opportunities, and the fight for survival in the digital economy"". semantic_scholar_foundational, ."
"Corporate Finance: Capital Structure, Valuation, and Investment Decisions",https://smarticle.tech/en/article/corporate-finance-capital-structure-valuation-and-investment-decisions-202605150357,Finance,The Wealth of Nations,https://archive.org/details/inquiryintonatur01smituoft,The Wealth of Nations. by Adam Smith. (1776). — Printed by A. Strahan for T. Cadell jun. and W. Davies. ISBN: 1604598913
"Corporate Finance: Capital Structure, Valuation, and Investment Decisions",https://smarticle.tech/en/article/corporate-finance-capital-structure-valuation-and-investment-decisions-202605150357,Finance,Das Finanzkapital,https://archive.org/details/nybc211625,Das Finanzkapital. by Rudolf Hilferding. (1904). — Éditions de Minuit. ISBN: 0415436648
"Corporate Finance: Capital Structure, Valuation, and Investment Decisions",https://smarticle.tech/en/article/corporate-finance-capital-structure-valuation-and-investment-decisions-202605150357,Finance,Financial Management,https://archive.org/details/blueprintsproble0000brig,"Financial Management. by Eugene F. Brigham, Michael C. Ehrhardt. (1977). — Dryden Press. ISBN: 9780030177897"
"Corporate Finance: Capital Structure, Valuation, and Investment Decisions",https://smarticle.tech/en/article/corporate-finance-capital-structure-valuation-and-investment-decisions-202605150357,Finance,Understanding Capital Structure Theory: Modigliani and Miller,https://doi.org/10.5040/9781472920386.ch-058,"Modigliani, F. and Miller, M. ""Understanding Capital Structure Theory: Modigliani and Miller"". crossref, 2015."
"Banking Systems: Central Banks, Monetary Policy, and Credit Creation",https://smarticle.tech/en/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,In Fed we trust,https://archive.org/details/infedwetrustbenb00wess,In Fed we trust. by David Wessel. (2009). — Three Rivers Press. ISBN: 9780307459701
"Banking Systems: Central Banks, Monetary Policy, and Credit Creation",https://smarticle.tech/en/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Global Financial Crisis and the New Monetary Consensus,https://openlibrary.org/works/OL21252246W,Global Financial Crisis and the New Monetary Consensus. by Marc Pilkington. (2013). — Routledge. ISBN: 9780415524056
"Banking Systems: Central Banks, Monetary Policy, and Credit Creation",https://smarticle.tech/en/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,The Economics of Central Banking,https://openlibrary.org/works/OL20593149W,The Economics of Central Banking. by Livio Stracca. (2018). — Routledge. ISBN: 1138496715
"Banking Systems: Central Banks, Monetary Policy, and Credit Creation",https://smarticle.tech/en/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Political Economy of U. S. Monetary Policy,https://openlibrary.org/works/OL21288119W,Political Economy of U. S. Monetary Policy. by Edwin Dickens. (2016). — Taylor & Francis Group. ISBN: 9781317438298
"Banking Systems: Central Banks, Monetary Policy, and Credit Creation",https://smarticle.tech/en/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Understanding Central Banking,https://openlibrary.org/works/OL21259675W,"Understanding Central Banking. by Jones, David M.. (2014). — Taylor & Francis Group. ISBN: 9781315698502"
"Banking Systems: Central Banks, Monetary Policy, and Credit Creation",https://smarticle.tech/en/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Central Banking in a Democracy,https://openlibrary.org/works/OL21268599W,Central Banking in a Democracy. by John H. Wood. (2014). — Taylor & Francis Group. ISBN: 9781322212128
"Banking Systems: Central Banks, Monetary Policy, and Credit Creation",https://smarticle.tech/en/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Advanced Introduction to Central Banks and Monetary Policy,https://openlibrary.org/works/OL28017577W,"Advanced Introduction to Central Banks and Monetary Policy. by Christiaan Pattipeilohy, Jakob De Haan. (2022). — Elgar Publishing Limited, Edward. ISBN: 9781839104862"
"Banking Systems: Central Banks, Monetary Policy, and Credit Creation",https://smarticle.tech/en/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Monetary policy in the euro area,https://archive.org/details/monetarypolicyin0000unse_r7c9,"Monetary policy in the euro area. by Otmar Issing, Vitor Gaspar, Ignazio Angeloni. (2001). — Cambridge University Press. ISBN: 0511046413"
"Banking Systems: Central Banks, Monetary Policy, and Credit Creation",https://smarticle.tech/en/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Monetary policy at work: Security and credit application registers evidence,https://doi.org/10.2139/SSRN.2958917,"Peydró, J., Polo, A., Sette, E. ""Monetary policy at work: Security and credit application registers evidence"". semantic_scholar_foundational, 2017."
"Banking Systems: Central Banks, Monetary Policy, and Credit Creation",https://smarticle.tech/en/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,"Monetary Policy, Labor Income Redistribution and the Credit Channel: Evidence from Matched Employer-Employee and Credit Registers",https://doi.org/10.2139/ssrn.3930286,"Jasova, M., Mendicino, C., Panetti, E., Peydró, J., Supera, D. ""Monetary Policy, Labor Income Redistribution and the Credit Channel: Evidence from Matched Employer-Employee and Credit Registers"". semantic_scholar_foundational, 2021."
"Islamic Finance: Principles, Instruments, and Global Growth",https://smarticle.tech/en/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Islamic finance,https://archive.org/details/islamicfinancere0000unse,"Islamic finance. by Simon Archer, Rifaat Ahmed Abdel Karim, Simon Archer. (2007). — J. Wiley. ISBN: 9781118247068"
"Islamic Finance: Principles, Instruments, and Global Growth",https://smarticle.tech/en/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Globalization and Islamic Finance,https://openlibrary.org/works/OL25117148W,"Globalization and Islamic Finance. by Hossein Askari, Zamir Iqbal, Abbas Mirakhor. (2011). — Wiley & Sons, Incorporated, John. ISBN: 9781283401470"
"Islamic Finance: Principles, Instruments, and Global Growth",https://smarticle.tech/en/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Islamic Capital Markets,https://archive.org/details/islamiccapitalma0000isma,"Islamic Capital Markets. by Obiyathulla Ismath Bacha, Abbas Mirakhor. (2013). — Wiley. ISBN: 9789811204012"
"Islamic Finance: Principles, Instruments, and Global Growth",https://smarticle.tech/en/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Islamic banking and finance in South-east Asia,https://archive.org/details/islamicbankingfi0000vena,Islamic banking and finance in South-east Asia. by Angelo M. Venardos. (2005). — World Scientific. ISBN: 9814350435
"Islamic Finance: Principles, Instruments, and Global Growth",https://smarticle.tech/en/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,The Islamic Debt Market for Sukuk Securities,https://archive.org/details/islamicdebtmarke0000unse,"The Islamic Debt Market for Sukuk Securities. by Mohamed Ariff, Munawar Iqbal, Shamsher Mohamad. (2012). — Elgar Publishing Limited, Edward. ISBN: 1781006504"
"Islamic Finance: Principles, Instruments, and Global Growth",https://smarticle.tech/en/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Islamic Financial Products,https://openlibrary.org/works/OL20840164W,Islamic Financial Products. by Mohd Ma'Sum Billah. (2019). — Palgrave Macmillan. ISBN: 3030176231
"Islamic Finance: Principles, Instruments, and Global Growth",https://smarticle.tech/en/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Ṣukūk al-tamwīl al-Islāmīyah,https://openlibrary.org/works/OL32331178W,Ṣukūk al-tamwīl al-Islāmīyah. by Muḥammad ibn ʻAlī Qarrī. (2019). — Dār al-Maymān lil-Nashr wa-al-Tawzīʻ. ISBN: 9786038181522
"Islamic Finance: Principles, Instruments, and Global Growth",https://smarticle.tech/en/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,History and Growth of Islamic Banking and Finance,https://doi.org/10.1007/978-0-230-50322-9_4,"Iqbal, Munawar; Molyneux, Philip. ""History and Growth of Islamic Banking and Finance"". crossref, 2005."
"Islamic Finance: Principles, Instruments, and Global Growth",https://smarticle.tech/en/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,The Birth and Evolution of Modern Islamic Banking,https://doi.org/10.4337/9780857931481.00023,"Çizakça, Murat. ""The Birth and Evolution of Modern Islamic Banking"". crossref, 2011."
"Islamic Finance: Principles, Instruments, and Global Growth",https://smarticle.tech/en/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,"Development, History and Prospects of Islamic Banking",https://doi.org/10.4337/9781849807937.00012,"Munawar Iqbal. ""Development, History and Prospects of Islamic Banking"". crossref, 2011."
"Stock Exchanges: Market Microstructure, Equity Valuation, and Trading Systems",https://smarticle.tech/en/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,"The Anatomy of Exchange-Alley : Or, a System of Stock-jobbing. Proving That Scandalous Trade, as it is now Carry'd on, to be Knavish in its Private Pr",https://openlibrary.org/works/OL24616690W,"The Anatomy of Exchange-Alley : Or, a System of Stock-jobbing. Proving That Scandalous Trade, as it is now Carry'd on, to be Knavish in its Private Practice, and Treason in its Publick. by Daniel Defoe. (2018). — Gale ECCO, Print Editions. ISBN: 9781385348871"
"Stock Exchanges: Market Microstructure, Equity Valuation, and Trading Systems",https://smarticle.tech/en/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,The Anatomy of Exchange-Alley,https://openlibrary.org/works/OL26136703W,"The Anatomy of Exchange-Alley. by Daniel Defoe. (2018). — Gale Ecco, Print Editions. ISBN: 9781379883425"
"Stock Exchanges: Market Microstructure, Equity Valuation, and Trading Systems",https://smarticle.tech/en/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,Introduction to Trading in the Financial Markets : Technology,https://openlibrary.org/works/OL26303090W,"Introduction to Trading in the Financial Markets : Technology. by R. ""Tee"" Williams. (2011). — Elsevier Science & Technology Books. ISBN: 9780080951195"
"Stock Exchanges: Market Microstructure, Equity Valuation, and Trading Systems",https://smarticle.tech/en/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,AN INTRODUCTION TO TRADING IN THE FINANCIAL MARKETS,https://openlibrary.org/works/OL16286509W,AN INTRODUCTION TO TRADING IN THE FINANCIAL MARKETS. by R. Tee Williams. (2011). — ELSEVIER. ISBN: 0123748402
"Stock Exchanges: Market Microstructure, Equity Valuation, and Trading Systems",https://smarticle.tech/en/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,"The anatomy of Exchange-Alley, or, A system of stock-jobbing",https://openlibrary.org/works/OL44441314W,"The anatomy of Exchange-Alley, or, A system of stock-jobbing. by Daniel Defoe, E. Smith. (1719). — Printed for E. Smith"
"Stock Exchanges: Market Microstructure, Equity Valuation, and Trading Systems",https://smarticle.tech/en/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,"Foundations of ESG Investing: How ESG Affects Equity Valuation, Risk, and Performance",https://doi.org/10.3905/jpm.2019.45.5.069,"G. Giese, Linda-Eling Lee, D. Melas, Z. Nagy, Laura Nishikawa. ""Foundations of ESG Investing: How ESG Affects Equity Valuation, Risk, and Performance"". Journal of Portfolio Management, 2019."
"Stock Exchanges: Market Microstructure, Equity Valuation, and Trading Systems",https://smarticle.tech/en/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,Reinforcement Learning for Quantitative Trading,https://arxiv.org/abs/2109.13851,"Sun, Shuo, R. Wang, and Bo An. ""Reinforcement Learning for Quantitative Trading"". semantic_scholar_foundational, 2021."
"Stock Exchanges: Market Microstructure, Equity Valuation, and Trading Systems",https://smarticle.tech/en/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,Automated trading systems statistical and machine learning methods and hardware implementation: a survey,https://doi.org/10.1080/17517575.2018.1493145,"Huang, Boming et al. ""Automated trading systems statistical and machine learning methods and hardware implementation: a survey"". *semantic_scholar_foundational*, 2018."
