Academic Concept (EN),Academic Concept (AR),Concept URL (EN),Concept URL (AR),Subcategory,Reference Title,Reference URL,Citation (EN),Citation (AR)
Classical Arabic (Fusha): Linguistic Features and Standardisation,العربية الفصحى (Fusha): الخصائص اللغوية والتوحيد.,https://smarticle.tech/en/article/classical-arabic-fusha-linguistic-features-and-standardisation-202605120703,https://smarticle.tech/ar/article/classical-arabic-fusha-linguistic-features-and-standardisation-202605120703,Arabic Grammar,Review of Marogy (2012): The Foundations of Arabic Linguistics: Sībawayhi and Early Arabic Grammatical Theory,https://doi.org/10.1075/sl.37.2.08mar,"Michal Marmorstein; ""Review of Marogy (2012): The Foundations of Arabic Linguistics: Sībawayhi and Early Arabic Grammatical Theory"". crossref, 2013.","ميخال مارمورشتاين؛ ""مراجعة كتاب ماروجي (2012): أسس علم اللغة العربية: سيبويه والنظرية النحوية العربية المبكرة"". *كروسريف*، 2013."
Classical Arabic (Fusha): Linguistic Features and Standardisation,العربية الفصحى (Fusha): الخصائص اللغوية والتوحيد.,https://smarticle.tech/en/article/classical-arabic-fusha-linguistic-features-and-standardisation-202605120703,https://smarticle.tech/ar/article/classical-arabic-fusha-linguistic-features-and-standardisation-202605120703,Arabic Grammar,Lexicography: Classical Arabic,https://doi.org/10.1163/1570-6699_eall_eall_com_vol3_0191,"Encyclopaedia of Islam, Third Edition. ""Lexicography: Classical Arabic"". Encyclopaedia of Islam, Third Edition, 2007.","*الموسوعة الإسلامية*، الطبعة الثالثة. ""المعجمية: العربية الكلاسيكية"". *الموسوعة الإسلامية*، الطبعة الثالثة، 2007."
Quranic Arabic: Distinctive Features and Preservation Across Centuries,العربية القرآنية: السمات المميزة والحفاظ عبر القرون.,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,https://smarticle.tech/ar/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,al- Qur'ān al-karīm wa-atharuhu fī al-dirāsāt al-naḥwīyah,https://openlibrary.org/works/OL11108912W,al- Qur'ān al-karīm wa-atharuhu fī al-dirāsāt al-naḥwīyah. by ʻAbd al-ʻĀl Sālim Mukarram. (1968). — Dār al-Ma'ārif,al- Qur'ān al-karīm wa-atharuhu fī al-dirāsāt al-naḥwīyah. بقلم ʻAbd al-ʻĀl Sālim Mukarram. (1968). — Dār al-Ma'ārif
Quranic Arabic: Distinctive Features and Preservation Across Centuries,العربية القرآنية: السمات المميزة والحفاظ عبر القرون.,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,https://smarticle.tech/ar/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,New Horizons in Qur'anic Linguistics,https://openlibrary.org/works/OL21277980W,New Horizons in Qur'anic Linguistics. by Hussein Abdul-Raof. (2017). — Taylor & Francis Group. ISBN: 1315670917,New Horizons in Qur'anic Linguistics. بقلم Hussein Abdul-Raof. (2017). — Taylor & Francis Group. ردمك: 1315670917
Quranic Arabic: Distinctive Features and Preservation Across Centuries,العربية القرآنية: السمات المميزة والحفاظ عبر القرون.,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,https://smarticle.tech/ar/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,Text Linguistics of Qur'anic Discourse,https://openlibrary.org/works/OL21284844W,Text Linguistics of Qur'anic Discourse. by Hussein Abdul-Raof. (2018). — Taylor & Francis Group. ISBN: 9781138946224,Text Linguistics of Qur'anic Discourse. بقلم Hussein Abdul-Raof. (2018). — Taylor & Francis Group. ردمك: 9781138946224
Quranic Arabic: Distinctive Features and Preservation Across Centuries,العربية القرآنية: السمات المميزة والحفاظ عبر القرون.,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,https://smarticle.tech/ar/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,An introduction to Koranic and classical Arabic,https://openlibrary.org/works/OL3454135W,An introduction to Koranic and classical Arabic. by W. M. Thackston. (1994). — Iranbooks. ISBN: 0936347406,An introduction to Koranic and classical Arabic. بقلم W. M. Thackston. (1994). — Iranbooks. ردمك: 0936347406
Quranic Arabic: Distinctive Features and Preservation Across Centuries,العربية القرآنية: السمات المميزة والحفاظ عبر القرون.,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,https://smarticle.tech/ar/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,Linguistic Features of the Qur'anic Narratives,https://openlibrary.org/works/OL25744932W,Linguistic Features of the Qur'anic Narratives. by Yehudit Dror. (2017). — Lit Verlag. ISBN: 3643507798,Linguistic Features of the Qur'anic Narratives. بقلم Yehudit Dror. (2017). — Lit Verlag. ردمك: 3643507798
Quranic Arabic: Distinctive Features and Preservation Across Centuries,العربية القرآنية: السمات المميزة والحفاظ عبر القرون.,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,https://smarticle.tech/ar/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,Quranic Arabic,https://openlibrary.org/works/OL27034779W,Quranic Arabic. by Marijn Van Putten. (2022). — Brill Academic Pub. ISBN: 9004506241,Quranic Arabic. بقلم Marijn Van Putten. (2022). — Brill Academic Pub. ردمك: 9004506241
Quranic Arabic: Distinctive Features and Preservation Across Centuries,العربية القرآنية: السمات المميزة والحفاظ عبر القرون.,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,https://smarticle.tech/ar/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,Quran,https://openlibrary.org/works/OL27805767W,"Quran. by Elie Wardini. (2022). — Gorgias Press, LLC. ISBN: 1463244223","Quran. بقلم Elie Wardini. (2022). — Gorgias Press, LLC. ردمك: 1463244223"
Quranic Arabic: Distinctive Features and Preservation Across Centuries,العربية القرآنية: السمات المميزة والحفاظ عبر القرون.,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,https://smarticle.tech/ar/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,al- Kitāb wa-al-Qurʾān,https://openlibrary.org/works/OL11299604W,al- Kitāb wa-al-Qurʾān. by Muḥammad Shuḥrūr. (1990). — Sīnā lil-Nashr. ISBN: 9789775140289,al- Kitāb wa-al-Qurʾān. بقلم Muḥammad Shuḥrūr. (1990). — Sīnā lil-Nashr. ردمك: 9789775140289
Quranic Arabic: Distinctive Features and Preservation Across Centuries,العربية القرآنية: السمات المميزة والحفاظ عبر القرون.,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,https://smarticle.tech/ar/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,Lisān Ādam,https://openlibrary.org/works/OL38885351W,Lisān Ādam. by Abdelfattah Kilito. (1995). — Dār Tūbqāl lil-Nashr lil-Nashr. ISBN: 9789981880269,Lisān Ādam. بقلم Abdelfattah Kilito. (1995). — Dār Tūbqāl lil-Nashr lil-Nashr. ردمك: 9789981880269
Quranic Arabic: Distinctive Features and Preservation Across Centuries,العربية القرآنية: السمات المميزة والحفاظ عبر القرون.,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,https://smarticle.tech/ar/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,"Notes on Orthography, Phonology and Morphology of the Quranic Consonantal Text",https://doi.org/10.1163/9789004506251_010,"Marijn van Putten. ""Notes on Orthography, Phonology and Morphology of the Quranic Consonantal Text"". crossref, 2022.","ماريجن فان بوتين. ""ملاحظات حول الإملاء والصوتيات وعلم شكل النص الصامت القرآني"". كروسريف، ٢٠٢٢."
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,النحو العربي (النَّحْو): بنية الجملة والعلاقات النحوية,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,https://smarticle.tech/ar/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,al-Kāfiyah,https://openlibrary.org/works/OL32434710W,al-Kāfiyah. by ʻUthmān ibn ʻUmar Ibn al-Ḥājib. (1825). — [Maṭbaʿat Būlāq],al-Kāfiyah. بقلم ʻUthmān ibn ʻUmar Ibn al-Ḥājib. (1825). — [Maṭbaʿat Būlāq]
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,النحو العربي (النَّحْو): بنية الجملة والعلاقات النحوية,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,https://smarticle.tech/ar/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,Mabādiʾ al-ʻArabīyah fī al-ṣarf wa-al-naḥw,https://openlibrary.org/works/OL6247536W,Mabādiʾ al-ʻArabīyah fī al-ṣarf wa-al-naḥw. by Rashīd ibn ʻAbd Allāh Shartūnī. (1955). — Dār al-Mashriq. ISBN: 9042907614,Mabādiʾ al-ʻArabīyah fī al-ṣarf wa-al-naḥw. بقلم Rashīd ibn ʻAbd Allāh Shartūnī. (1955). — Dār al-Mashriq. ردمك: 9042907614
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,النحو العربي (النَّحْو): بنية الجملة والعلاقات النحوية,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,https://smarticle.tech/ar/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,Tahdhīb al-tawḍīḥ,https://openlibrary.org/works/OL12397214W,Tahdhīb al-tawḍīḥ. by Aḥmad Muṣṭafá Marāghī. (1921). — Maktabat al-Rushd Nāshirūn. ISBN: 9782745158178,Tahdhīb al-tawḍīḥ. بقلم Aḥmad Muṣṭafá Marāghī. (1921). — Maktabat al-Rushd Nāshirūn. ردمك: 9782745158178
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,النحو العربي (النَّحْو): بنية الجملة والعلاقات النحوية,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,https://smarticle.tech/ar/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,Lumaʻ fi al-naḥw,https://openlibrary.org/works/OL15271823W,Lumaʻ fi al-naḥw. by Abū al-Fatḥ ʻUthmān Ibn Jinnī. (1972). — Dār al-Amal,Lumaʻ fi al-naḥw. بقلم Abū al-Fatḥ ʻUthmān Ibn Jinnī. (1972). — Dār al-Amal
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,النحو العربي (النَّحْو): بنية الجملة والعلاقات النحوية,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,https://smarticle.tech/ar/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,Sharḥ al-Kāfiyah,https://openlibrary.org/works/OL32435917W,Sharḥ al-Kāfiyah. by Raḍī al-Dīn Muḥammad ibn al-Ḥasan Astarābādhī. (1859). — [publisher not identified],Sharḥ al-Kāfiyah. بقلم Raḍī al-Dīn Muḥammad ibn al-Ḥasan Astarābādhī. (1859). — [publisher not identified]
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,النحو العربي (النَّحْو): بنية الجملة والعلاقات النحوية,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,https://smarticle.tech/ar/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,Durūs fī al-tarkīb,https://openlibrary.org/works/OL33114001W,Durūs fī al-tarkīb. by Muḥammad Shakīrī. (2005). — Dār al-Āmān lil-Nashr wa-al-Tawzīʻ. ISBN: 9981941395,Durūs fī al-tarkīb. بقلم Muḥammad Shakīrī. (2005). — Dār al-Āmān lil-Nashr wa-al-Tawzīʻ. ردمك: 9981941395
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,النحو العربي (النَّحْو): بنية الجملة والعلاقات النحوية,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,https://smarticle.tech/ar/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,al-Taʻbīr ʻan al-sabab wa-al-ghāyah bayna al-naḥw al-ʻArabī wa-al-lisānīyāt al-muʻāṣirah,https://openlibrary.org/works/OL32304008W,al-Taʻbīr ʻan al-sabab wa-al-ghāyah bayna al-naḥw al-ʻArabī wa-al-lisānīyāt al-muʻāṣirah. by Nājī Kūkī. (2020). — al-Dār al-Mutawassiṭīyah lil-Nashr. ISBN: 9789938230307,al-Taʻbīr ʻan al-sabab wa-al-ghāyah bayna al-naḥw al-ʻArabī wa-al-lisānīyāt al-muʻāṣirah. بقلم Nājī Kūkī. (2020). — al-Dār al-Mutawassiṭīyah lil-Nashr. ردمك: 9789938230307
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,النحو العربي (النَّحْو): بنية الجملة والعلاقات النحوية,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,https://smarticle.tech/ar/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,مسائل النحو العربي,https://openlibrary.org/works/OL37219663W,مسائل النحو العربي. by Ahmed Moutaouakil. (2009). — Dār al-Kitāb al-Jadīd al-Muttaḥidah. ISBN: 9959294692,مسائل النحو العربي. بقلم Ahmed Moutaouakil. (2009). — Dār al-Kitāb al-Jadīd al-Muttaḥidah. ردمك: 9959294692
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,النحو العربي (النَّحْو): بنية الجملة والعلاقات النحوية,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,https://smarticle.tech/ar/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,الإقتصاد في العربية وموقعه من المقاصد اللغوية,https://openlibrary.org/works/OL43662389W,الإقتصاد في العربية وموقعه من المقاصد اللغوية. by قطعاني، وليد محمد خير الله. (2018). — ʻĀlam al-Kutub. ISBN: 9789777801201,الإقتصاد في العربية وموقعه من المقاصد اللغوية. بقلم قطعاني، وليد محمد خير الله. (2018). — ʻĀlam al-Kutub. ردمك: 9789777801201
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,النحو العربي (النَّحْو): بنية الجملة والعلاقات النحوية,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,https://smarticle.tech/ar/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,al- Sayr al-ḥathīth ilá al-istishhād bi-al-Ḥadīth fī al-naḥw al-ʻArabī,https://openlibrary.org/works/OL13235917W,al- Sayr al-ḥathīth ilá al-istishhād bi-al-Ḥadīth fī al-naḥw al-ʻArabī. by Maḥmūd Fajjāl Ibn Yūsuf. (1997). — Aḍwāʾ al-Salaf,al- Sayr al-ḥathīth ilá al-istishhād bi-al-Ḥadīth fī al-naḥw al-ʻArabī. بقلم Maḥmūd Fajjāl Ibn Yūsuf. (1997). — Aḍwāʾ al-Salaf
Arabic Grammatical Cases (I'rab): The Declension System,حالات الإعراب العربية (I'rab): نظام الإعراب,https://smarticle.tech/en/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,https://smarticle.tech/ar/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,Arabic Grammar,Thematic Structure and Para-Syntax,https://openlibrary.org/works/OL20748270W,Thematic Structure and Para-Syntax. by James Dickins. (2020). — Taylor & Francis Group. ISBN: 0367367505,Thematic Structure and Para-Syntax. بقلم James Dickins. (2020). — Taylor & Francis Group. ردمك: 0367367505
Arabic Grammatical Cases (I'rab): The Declension System,حالات الإعراب العربية (I'rab): نظام الإعراب,https://smarticle.tech/en/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,https://smarticle.tech/ar/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,Arabic Grammar,Al-kitaab Supplement,https://openlibrary.org/works/OL9913514W,Al-kitaab Supplement. by Ahmed E. Souaiaia. (2001). — BookSurge Publishing. ISBN: 1591095654,Al-kitaab Supplement. بقلم Ahmed E. Souaiaia. (2001). — BookSurge Publishing. ردمك: 1591095654
Arabic Grammatical Cases (I'rab): The Declension System,حالات الإعراب العربية (I'rab): نظام الإعراب,https://smarticle.tech/en/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,https://smarticle.tech/ar/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,Arabic Grammar,al-Ḥusām al-maslūl li-taḥqīq maʻná qaṣr al-mafʻūl ʻalá al-fāʻil wa-al-fāʻil ʻalá al-mafʻūl,https://openlibrary.org/works/OL31420245W,al-Ḥusām al-maslūl li-taḥqīq maʻná qaṣr al-mafʻūl ʻalá al-fāʻil wa-al-fāʻil ʻalá al-mafʻūl. by Muḥammad ibn Qāsim Ibn Zākūr. (2013). — al-Maṭbaʻah wa-al-Warrāqah al-Waṭanīyah. ISBN: 9954326936,al-Ḥusām al-maslūl li-taḥqīq maʻná qaṣr al-mafʻūl ʻalá al-fāʻil wa-al-fāʻil ʻalá al-mafʻūl. بقلم Muḥammad ibn Qāsim Ibn Zākūr. (2013). — al-Maṭbaʻah wa-al-Warrāqah al-Waṭanīyah. ردمك: 9954326936
Arabic Grammatical Cases (I'rab): The Declension System,حالات الإعراب العربية (I'rab): نظام الإعراب,https://smarticle.tech/en/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,https://smarticle.tech/ar/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,Arabic Grammar,Sahlawayhi Arabic Grammar for Foreigners Part III,https://openlibrary.org/works/OL39855810W,Sahlawayhi Arabic Grammar for Foreigners Part III. by Ahmed H. Khorshid. (2010). — CreateSpace Independent Publishing Platform. ISBN: 1452869626,Sahlawayhi Arabic Grammar for Foreigners Part III. بقلم Ahmed H. Khorshid. (2010). — CreateSpace Independent Publishing Platform. ردمك: 1452869626
Arabic Grammatical Cases (I'rab): The Declension System,حالات الإعراب العربية (I'rab): نظام الإعراب,https://smarticle.tech/en/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,https://smarticle.tech/ar/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,Arabic Grammar,Case endings in spoken standard Arabic,https://openlibrary.org/works/OL32652434W,Case endings in spoken standard Arabic. by Andreas Hallberg. (2016). — Lund University. ISBN: 9789187833700,Case endings in spoken standard Arabic. بقلم Andreas Hallberg. (2016). — Lund University. ردمك: 9789187833700
Arabic Conditional and Exceptive Structures (Sharat and Istithna),هياكل الشرط والاستثناء في العربية (Sharat and Istithna).,https://smarticle.tech/en/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,https://smarticle.tech/ar/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,Arabic Grammar,A NOTE ON CLASSICAL ARABIC EXCEPTIVE SENTENCES,https://doi.org/10.1093/jss/xx.1.69,"M. G. CARTER. ""A NOTE ON CLASSICAL ARABIC EXCEPTIVE SENTENCES"". *crossref*, 1975.","م. ج. كارتر. ""ملاحظة حول الجمل الاستثنائية في العربية الفصحى"". *كروسرف*، 1975."
Arabic Conditional and Exceptive Structures (Sharat and Istithna),هياكل الشرط والاستثناء في العربية (Sharat and Istithna).,https://smarticle.tech/en/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,https://smarticle.tech/ar/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,Arabic Grammar,The Particles [ARABIC TEXT] and [ARABIC TEXT],https://doi.org/10.1163/9789004497573_002,"Labuschagne, C. J. ""The Particles [ARABIC TEXT] and [ARABIC TEXT]"". crossref, 1973.","لابوشاغن، س. ج. ""حروف العطف [النص العربي] و[النص العربي]"". *كروسرف*، 1973."
Arabic Conditional and Exceptive Structures (Sharat and Istithna),هياكل الشرط والاستثناء في العربية (Sharat and Istithna).,https://smarticle.tech/en/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,https://smarticle.tech/ar/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,Arabic Grammar,On the syntax of exceptive constructions in Egyptian Arabic*,https://doi.org/10.1075/sal.3.02sol,"Soltan, Usama. ""On the syntax of exceptive constructions in Egyptian Arabic"". crossref, 2016.","أسامة سلطان. ""في تركيب الجمل الاستثنائية في العربية المصرية"". *كروسرف*، 2016."
