Academic Concept,Concept URL,Subcategory,Reference Title,Reference URL,Citation
Classical Arabic (Fusha): Linguistic Features and Standardisation,https://smarticle.tech/en/article/classical-arabic-fusha-linguistic-features-and-standardisation-202605120703,Arabic Grammar,Review of Marogy (2012): The Foundations of Arabic Linguistics: Sībawayhi and Early Arabic Grammatical Theory,https://doi.org/10.1075/sl.37.2.08mar,"Michal Marmorstein; ""Review of Marogy (2012): The Foundations of Arabic Linguistics: Sībawayhi and Early Arabic Grammatical Theory"". crossref, 2013."
Classical Arabic (Fusha): Linguistic Features and Standardisation,https://smarticle.tech/en/article/classical-arabic-fusha-linguistic-features-and-standardisation-202605120703,Arabic Grammar,Lexicography: Classical Arabic,https://doi.org/10.1163/1570-6699_eall_eall_com_vol3_0191,"Encyclopaedia of Islam, Third Edition. ""Lexicography: Classical Arabic"". Encyclopaedia of Islam, Third Edition, 2007."
Quranic Arabic: Distinctive Features and Preservation Across Centuries,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,al- Qur'ān al-karīm wa-atharuhu fī al-dirāsāt al-naḥwīyah,https://openlibrary.org/works/OL11108912W,al- Qur'ān al-karīm wa-atharuhu fī al-dirāsāt al-naḥwīyah. by ʻAbd al-ʻĀl Sālim Mukarram. (1968). — Dār al-Ma'ārif
Quranic Arabic: Distinctive Features and Preservation Across Centuries,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,New Horizons in Qur'anic Linguistics,https://openlibrary.org/works/OL21277980W,New Horizons in Qur'anic Linguistics. by Hussein Abdul-Raof. (2017). — Taylor & Francis Group. ISBN: 1315670917
Quranic Arabic: Distinctive Features and Preservation Across Centuries,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,Text Linguistics of Qur'anic Discourse,https://openlibrary.org/works/OL21284844W,Text Linguistics of Qur'anic Discourse. by Hussein Abdul-Raof. (2018). — Taylor & Francis Group. ISBN: 9781138946224
Quranic Arabic: Distinctive Features and Preservation Across Centuries,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,An introduction to Koranic and classical Arabic,https://openlibrary.org/works/OL3454135W,An introduction to Koranic and classical Arabic. by W. M. Thackston. (1994). — Iranbooks. ISBN: 0936347406
Quranic Arabic: Distinctive Features and Preservation Across Centuries,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,Linguistic Features of the Qur'anic Narratives,https://openlibrary.org/works/OL25744932W,Linguistic Features of the Qur'anic Narratives. by Yehudit Dror. (2017). — Lit Verlag. ISBN: 3643507798
Quranic Arabic: Distinctive Features and Preservation Across Centuries,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,Quranic Arabic,https://openlibrary.org/works/OL27034779W,Quranic Arabic. by Marijn Van Putten. (2022). — Brill Academic Pub. ISBN: 9004506241
Quranic Arabic: Distinctive Features and Preservation Across Centuries,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,Quran,https://openlibrary.org/works/OL27805767W,"Quran. by Elie Wardini. (2022). — Gorgias Press, LLC. ISBN: 1463244223"
Quranic Arabic: Distinctive Features and Preservation Across Centuries,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,al- Kitāb wa-al-Qurʾān,https://openlibrary.org/works/OL11299604W,al- Kitāb wa-al-Qurʾān. by Muḥammad Shuḥrūr. (1990). — Sīnā lil-Nashr. ISBN: 9789775140289
Quranic Arabic: Distinctive Features and Preservation Across Centuries,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,Lisān Ādam,https://openlibrary.org/works/OL38885351W,Lisān Ādam. by Abdelfattah Kilito. (1995). — Dār Tūbqāl lil-Nashr lil-Nashr. ISBN: 9789981880269
Quranic Arabic: Distinctive Features and Preservation Across Centuries,https://smarticle.tech/en/article/quranic-arabic-distinctive-features-and-preservation-across-centuries-202605120709,Arabic Language,"Notes on Orthography, Phonology and Morphology of the Quranic Consonantal Text",https://doi.org/10.1163/9789004506251_010,"Marijn van Putten. ""Notes on Orthography, Phonology and Morphology of the Quranic Consonantal Text"". crossref, 2022."
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,al-Kāfiyah,https://openlibrary.org/works/OL32434710W,al-Kāfiyah. by ʻUthmān ibn ʻUmar Ibn al-Ḥājib. (1825). — [Maṭbaʿat Būlāq]
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,Mabādiʾ al-ʻArabīyah fī al-ṣarf wa-al-naḥw,https://openlibrary.org/works/OL6247536W,Mabādiʾ al-ʻArabīyah fī al-ṣarf wa-al-naḥw. by Rashīd ibn ʻAbd Allāh Shartūnī. (1955). — Dār al-Mashriq. ISBN: 9042907614
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,Tahdhīb al-tawḍīḥ,https://openlibrary.org/works/OL12397214W,Tahdhīb al-tawḍīḥ. by Aḥmad Muṣṭafá Marāghī. (1921). — Maktabat al-Rushd Nāshirūn. ISBN: 9782745158178
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,Lumaʻ fi al-naḥw,https://openlibrary.org/works/OL15271823W,Lumaʻ fi al-naḥw. by Abū al-Fatḥ ʻUthmān Ibn Jinnī. (1972). — Dār al-Amal
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,Sharḥ al-Kāfiyah,https://openlibrary.org/works/OL32435917W,Sharḥ al-Kāfiyah. by Raḍī al-Dīn Muḥammad ibn al-Ḥasan Astarābādhī. (1859). — [publisher not identified]
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,Durūs fī al-tarkīb,https://openlibrary.org/works/OL33114001W,Durūs fī al-tarkīb. by Muḥammad Shakīrī. (2005). — Dār al-Āmān lil-Nashr wa-al-Tawzīʻ. ISBN: 9981941395
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,al-Taʻbīr ʻan al-sabab wa-al-ghāyah bayna al-naḥw al-ʻArabī wa-al-lisānīyāt al-muʻāṣirah,https://openlibrary.org/works/OL32304008W,al-Taʻbīr ʻan al-sabab wa-al-ghāyah bayna al-naḥw al-ʻArabī wa-al-lisānīyāt al-muʻāṣirah. by Nājī Kūkī. (2020). — al-Dār al-Mutawassiṭīyah lil-Nashr. ISBN: 9789938230307
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,مسائل النحو العربي,https://openlibrary.org/works/OL37219663W,مسائل النحو العربي. by Ahmed Moutaouakil. (2009). — Dār al-Kitāb al-Jadīd al-Muttaḥidah. ISBN: 9959294692
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,الإقتصاد في العربية وموقعه من المقاصد اللغوية,https://openlibrary.org/works/OL43662389W,الإقتصاد في العربية وموقعه من المقاصد اللغوية. by قطعاني، وليد محمد خير الله. (2018). — ʻĀlam al-Kutub. ISBN: 9789777801201
Arabic Syntax (Nahw): Sentence Structure and Grammatical Relations,https://smarticle.tech/en/article/arabic-syntax-nahw-sentence-structure-and-grammatical-relations-202605120716,Arabic Grammar,al- Sayr al-ḥathīth ilá al-istishhād bi-al-Ḥadīth fī al-naḥw al-ʻArabī,https://openlibrary.org/works/OL13235917W,al- Sayr al-ḥathīth ilá al-istishhād bi-al-Ḥadīth fī al-naḥw al-ʻArabī. by Maḥmūd Fajjāl Ibn Yūsuf. (1997). — Aḍwāʾ al-Salaf
Arabic Grammatical Cases (I'rab): The Declension System,https://smarticle.tech/en/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,Arabic Grammar,Thematic Structure and Para-Syntax,https://openlibrary.org/works/OL20748270W,Thematic Structure and Para-Syntax. by James Dickins. (2020). — Taylor & Francis Group. ISBN: 0367367505
Arabic Grammatical Cases (I'rab): The Declension System,https://smarticle.tech/en/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,Arabic Grammar,Al-kitaab Supplement,https://openlibrary.org/works/OL9913514W,Al-kitaab Supplement. by Ahmed E. Souaiaia. (2001). — BookSurge Publishing. ISBN: 1591095654
Arabic Grammatical Cases (I'rab): The Declension System,https://smarticle.tech/en/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,Arabic Grammar,al-Ḥusām al-maslūl li-taḥqīq maʻná qaṣr al-mafʻūl ʻalá al-fāʻil wa-al-fāʻil ʻalá al-mafʻūl,https://openlibrary.org/works/OL31420245W,al-Ḥusām al-maslūl li-taḥqīq maʻná qaṣr al-mafʻūl ʻalá al-fāʻil wa-al-fāʻil ʻalá al-mafʻūl. by Muḥammad ibn Qāsim Ibn Zākūr. (2013). — al-Maṭbaʻah wa-al-Warrāqah al-Waṭanīyah. ISBN: 9954326936
Arabic Grammatical Cases (I'rab): The Declension System,https://smarticle.tech/en/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,Arabic Grammar,Sahlawayhi Arabic Grammar for Foreigners Part III,https://openlibrary.org/works/OL39855810W,Sahlawayhi Arabic Grammar for Foreigners Part III. by Ahmed H. Khorshid. (2010). — CreateSpace Independent Publishing Platform. ISBN: 1452869626
Arabic Grammatical Cases (I'rab): The Declension System,https://smarticle.tech/en/article/arabic-grammatical-cases-i-rab-the-declension-system-202605120723,Arabic Grammar,Case endings in spoken standard Arabic,https://openlibrary.org/works/OL32652434W,Case endings in spoken standard Arabic. by Andreas Hallberg. (2016). — Lund University. ISBN: 9789187833700
Arabic Conditional and Exceptive Structures (Sharat and Istithna),https://smarticle.tech/en/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,Arabic Grammar,A NOTE ON CLASSICAL ARABIC EXCEPTIVE SENTENCES,https://doi.org/10.1093/jss/xx.1.69,"M. G. CARTER. ""A NOTE ON CLASSICAL ARABIC EXCEPTIVE SENTENCES"". *crossref*, 1975."
Arabic Conditional and Exceptive Structures (Sharat and Istithna),https://smarticle.tech/en/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,Arabic Grammar,The Particles [ARABIC TEXT] and [ARABIC TEXT],https://doi.org/10.1163/9789004497573_002,"Labuschagne, C. J. ""The Particles [ARABIC TEXT] and [ARABIC TEXT]"". crossref, 1973."
Arabic Conditional and Exceptive Structures (Sharat and Istithna),https://smarticle.tech/en/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,Arabic Grammar,On the syntax of exceptive constructions in Egyptian Arabic*,https://doi.org/10.1075/sal.3.02sol,"Soltan, Usama. ""On the syntax of exceptive constructions in Egyptian Arabic"". crossref, 2016."
Arabic Conditional and Exceptive Structures (Sharat and Istithna),https://smarticle.tech/en/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,Arabic Grammar,Connected And Free Exceptive Constructions In Najdi Arabic,https://doi.org/10.18860/ijazarabi.v9i1.36874,"Bader Yousef Alharbi. ""Connected And Free Exceptive Constructions In Najdi Arabic"". crossref, 2025."
Arabic Conditional and Exceptive Structures (Sharat and Istithna),https://smarticle.tech/en/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,Arabic Grammar,The Syntax of ʔiˈða al-fud͡ʒɑːʔiːja ‘If of Surprise’ in Classical Arabic,https://doi.org/10.17507/tpls.1404.12,"Saleem Abdelhady. ""The Syntax of ʔiˈða al-fud͡ʒɑːʔiːja ‘If of Surprise’ in Classical Arabic"". crossref, 2024."
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Arabic morphology and phonology,https://openlibrary.org/works/OL4439948W,"Arabic morphology and phonology. by Aḥmad ibn ʻAlī Ibn Masʻūd, Ahmad Ibn Ali Ibn Masud, Joyce Akesson. (2001). — Brill Academic Publishers. ISBN: 9004120289"
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Marāḥ al-arwāḥ,https://openlibrary.org/works/OL4439949W,Marāḥ al-arwāḥ. by Aḥmad ibn ʻAlī Ibn Masʻūd. (1986). — Maktabah Ḥabībīyah. ISBN: 9789004093119
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Muʻjam taqālīb al-judhūr al-ʻarabīyah,https://openlibrary.org/works/OL33047141W,Muʻjam taqālīb al-judhūr al-ʻarabīyah. by Maḥmūd Jibālī. (2008). — Maktabat al-Ādāb. ISBN: 9774680286
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,al-Muʻjam al-ṣarfī li-alfāẓ al-Qurʼān al-karīm,https://openlibrary.org/works/OL32632169W,al-Muʻjam al-ṣarfī li-alfāẓ al-Qurʼān al-karīm. by ʻAwaḍ Muḥammad Baḥr. (2017). — Maktabat al-Ādāb. ISBN: 9789774689352
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Arabic Morphology,https://openlibrary.org/works/OL36455205W,Arabic Morphology. by Sayyid Muhammad Rida Tabataba&apos;i. (2021). — Islamic College for Advanced Studies Publications. ISBN: 9781907905452
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Encyclopaedic Cross-Reference Dictionary of the Quran : Arabic-Arabic-English,https://openlibrary.org/works/OL25595489W,Encyclopaedic Cross-Reference Dictionary of the Quran : Arabic-Arabic-English. by Gatie Al-Hilfy. (2021). — Independently Published. ISBN: 9798511536002
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Encyclopaedic Cross-Reference Dictionary of the Quran Arabic Arabic English &#1575;&#1604;&#1605;&#1593;&#1580;&#1605; &#1575;&#1604;&#1605;&#1581;&#1,https://openlibrary.org/works/OL36167578W,Encyclopaedic Cross-Reference Dictionary of the Quran Arabic Arabic English &#1575;&#1604;&#1605;&#1593;&#1580;&#1605; &#1575;&#1604;&#1605;&#1581;&#1610;&#1591; &#1575;&#1604;&#1578;&#1585;&#1580;&#1605;&#1575;&#1606; &#1601;&#1610; &#1605;&#1601;&#1585;&#1583;&#1575;&#1578; &#1608;&#1571;&#1604;&#1601;&#1575;&#1592; &#1575;&#1604;&#1602;&#1585;&#1570;&#1606;. by Gatie Al-Hilfy. (2021). — Independently Published. ISBN: 9798450954073
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Encyclopaedic Crossreference Dictionary of the Quran Arabic Arabic English &#1575;&#1604;&#1605;&#1593;&#1580;&#1605; &#1575;&#1604;&#1605;&#1581;&#16,https://openlibrary.org/works/OL26819803W,Encyclopaedic Crossreference Dictionary of the Quran Arabic Arabic English &#1575;&#1604;&#1605;&#1593;&#1580;&#1605; &#1575;&#1604;&#1605;&#1581;&#1610;&#1591; &#1575;&#1604;&#1578;&#1585;&#1580;&#1605;&#1575;&#1606; &#1601;&#1610; &#1605;&#1601;&#1585;&#1583;&#1575;&#1578; &#1608;&#1571;&#1604;&#1601;&#1575;&#1592; &#1575;&#1604;&#1602;&#1585;&#1570;&#1606;. by Gatie Niema Al-Hilfy. (2021). — Independently Published. ISBN: 9798542176291
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Encyclopaedic Cross-Reference Dictionary of the Quran : Arabic - Arabic - English,https://openlibrary.org/works/OL27491572W,Encyclopaedic Cross-Reference Dictionary of the Quran : Arabic - Arabic - English. by Gatie Niema Al-Hilfy. (2021). — Independently Published. ISBN: 9798467984407
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Derivational morphology: the root/pattern system,https://doi.org/10.1017/cbo9781139151016.007,"Haspelmath, Martin. ""Derivational morphology: the root/pattern system"". *Crossref*, 2014."
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,Marāḥ al-arwāḥ,https://openlibrary.org/works/OL32434716W,Marāḥ al-arwāḥ. by Aḥmad ibn ʻAlī Ibn Masʻūd. (1825). — Maṭbaʿat Būlāq
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,al-Marāḥ,https://openlibrary.org/works/OL32435300W,al-Marāḥ. by Aḥmad ibn ʻAlī Ibn Masʻūd. (1841). — al-Maṭbaʻah al-Khudaywīyah [Būlāq]
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,Jāmiʿ al-muqaddimāt,https://openlibrary.org/works/OL32434675W,Jāmiʿ al-muqaddimāt. by Maḥmūd ibn ʻUmar Zamakhsharī. (1884). — [publisher not identified]
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,"al- Fiʻl, zamānuhu wa-abniyatuh",https://openlibrary.org/works/OL10990396W,"al- Fiʻl, zamānuhu wa-abniyatuh. by Ibrāhīm Sāmarrāʾī. (1966). — Maṭbaʻat al-ʻĀnī"
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,501 Arabic verbs,https://archive.org/details/501arabicverbsfu00sche,"501 Arabic verbs. by Raymond P. Scheindlin. (2007). — Barron's Educational Series, Inc.. ISBN: 9781438081014"
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,Alf alf fiʻl-- wa-fiʻl,https://openlibrary.org/works/OL37390026W,Alf alf fiʻl-- wa-fiʻl. by Daniel Reig. (1983). — Maktabat Mīzūnūf Lārūz. ISBN: 2706808462
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,The sequential forms in Late Egyptian and Biblical Hebrew,https://openlibrary.org/works/OL2912948W,The sequential forms in Late Egyptian and Biblical Hebrew. by Antonio Loprieno. (1980). — Undena Publications. ISBN: 9780890030011
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,The paradigms of the verb forms in Egyptian Arabic dialect,https://openlibrary.org/works/OL13827080W,"The paradigms of the verb forms in Egyptian Arabic dialect. by Nino Ejibadze. (2006). — Gamomcʻemloba ""Intelekʻti"". ISBN: 9789994039838"
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,Contrastive Analysis of the Use of Verb Forms in English and Arabic (Studies in descriptive linguistics),https://archive.org/details/contrastiveanaly0000khar,Contrastive Analysis of the Use of Verb Forms in English and Arabic (Studies in descriptive linguistics). by Nayef Kharma. (1983). — J. Groos. ISBN: 3872762486
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,Rubaʻeyat,https://openlibrary.org/works/OL4765914W,Rubaʻeyat. by Ṣalāḥ Chahīn. (1988). — Elias Modern Publishing House & Co.. ISBN: 9789771045090
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,al- Īḍāḥ fī ʻulūm al-balāghah,https://openlibrary.org/works/OL11199092W,al- Īḍāḥ fī ʻulūm al-balāghah. by Jalāl al-Dīn Muḥammad ibn ʻAbd al-Raḥmān Qazwīnī. (1953). — Dār al-Fikr al-ʻArabī. ISBN: 9789772411696
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,al- Kāmil,https://openlibrary.org/works/OL1612855W,"al- Kāmil. by Muḥammad ibn Yazīd Mubarrad, Anīs Daghīdī. (1956). — Maktabat Madbūlī. ISBN: 9789772862573"
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,Kitāb asrār al-balāghah,https://openlibrary.org/works/OL32314918W,Kitāb asrār al-balāghah. by ʻAbd al-Qāhir ibn ʻAbd al-Raḥmān Jurjānī. (1954). — Maṭbaʻat Wizārat al-Maʻārif
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,Shaping a Qur'anic Worldview,https://archive.org/details/shapingquranicwo0000degi,Shaping a Qur'anic Worldview. by Vanessa De Gifis. (2014). — Routledge. ISBN: 9781306662222
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,Islamist Rhetoric,https://openlibrary.org/works/OL21258307W,Islamist Rhetoric. by Jacob Hoigilt. (2013). — Routledge. ISBN: 1136901051
