Academic Concept (EN),Academic Concept (AR),Concept URL (EN),Concept URL (AR),Subcategory,Reference Title,Reference URL,Citation (EN),Citation (AR)
"Aristotelian Logic, Metaphysics, and the Four Causes",المنطق الأرسطي والميتافيزيقا والأسباب الأربعة,https://smarticle.tech/en/article/aristotelian-logic-metaphysics-and-the-four-causes-202605121252,https://smarticle.tech/ar/article/aristotelian-logic-metaphysics-and-the-four-causes-202605121252,Ancient Philosophy,Philosophy of Aristotle,https://archive.org/details/philosophyofaris0000renf_v7u2,"Philosophy of Aristotle. by Renford Bambrough, J. L. Creed. (1962). — Signet Classics. ISBN: 9780451528872",Philosophy of Aristotle. بقلم Renford Bambrough، J. L. Creed. (1962). — Signet Classics. ردمك: 9780451528872
"Aristotelian Logic, Metaphysics, and the Four Causes",المنطق الأرسطي والميتافيزيقا والأسباب الأربعة,https://smarticle.tech/en/article/aristotelian-logic-metaphysics-and-the-four-causes-202605121252,https://smarticle.tech/ar/article/aristotelian-logic-metaphysics-and-the-four-causes-202605121252,Ancient Philosophy,Aristotle's Modal Logic,https://openlibrary.org/works/OL8244683W,Aristotle's Modal Logic. by Richard Patterson. (2002). — Cambridge University Press. ISBN: 0511884184,Aristotle's Modal Logic. بقلم Richard Patterson. (2002). — Cambridge University Press. ردمك: 0511884184
"Aristotelian Logic, Metaphysics, and the Four Causes",المنطق الأرسطي والميتافيزيقا والأسباب الأربعة,https://smarticle.tech/en/article/aristotelian-logic-metaphysics-and-the-four-causes-202605121252,https://smarticle.tech/ar/article/aristotelian-logic-metaphysics-and-the-four-causes-202605121252,Ancient Philosophy,Aristotle: Semantics and Ontology General Introduction,https://openlibrary.org/works/OL9090597W,Aristotle: Semantics and Ontology General Introduction. by Lambertus Marie De Rijk. (2002). — Brill Academic Publishers. ISBN: 9004123245,Aristotle: Semantics and Ontology General Introduction. بقلم Lambertus Marie De Rijk. (2002). — Brill Academic Publishers. ردمك: 9004123245
"Stoicism and Epicureanism: Ethics, Happiness, and the Good Life",الرواقية والأبيقورية: الأخلاق والسعادة والحياة الطيبة.,https://smarticle.tech/en/article/stoicism-and-epicureanism-ethics-happiness-and-the-good-life-202605121302,https://smarticle.tech/ar/article/stoicism-and-epicureanism-ethics-happiness-and-the-good-life-202605121302,Ancient Philosophy,Stoic Ethics,https://books.google.com/books,Stoic Ethics. by William O. Stephens. (2007). — A&C Black. ISBN: 9781441170453,Stoic Ethics. بقلم William O. Stephens. (2007). — A&C Black. ردمك: 9781441170453
"Stoicism and Epicureanism: Ethics, Happiness, and the Good Life",الرواقية والأبيقورية: الأخلاق والسعادة والحياة الطيبة.,https://smarticle.tech/en/article/stoicism-and-epicureanism-ethics-happiness-and-the-good-life-202605121302,https://smarticle.tech/ar/article/stoicism-and-epicureanism-ethics-happiness-and-the-good-life-202605121302,Ancient Philosophy,"Stoics, Epicureans, and sceptics",https://archive.org/details/stoicsepicureans00shar,"Stoics, Epicureans, and sceptics. by R. W. Sharples. (1996). — Routledge. ISBN: 0415110343","Stoics, Epicureans, and sceptics. بقلم R. W. Sharples. (1996). — Routledge. ردمك: 0415110343"
"Stoicism and Epicureanism: Ethics, Happiness, and the Good Life",الرواقية والأبيقورية: الأخلاق والسعادة والحياة الطيبة.,https://smarticle.tech/en/article/stoicism-and-epicureanism-ethics-happiness-and-the-good-life-202605121302,https://smarticle.tech/ar/article/stoicism-and-epicureanism-ethics-happiness-and-the-good-life-202605121302,Ancient Philosophy,Can Stoicism inspire stuttering intervention? The clinical usefulness of an ancient philosophy.,https://doi.org/10.1111/1460-6984.12832,"Connery A., Cavanna A., Coleman R. ""Can Stoicism inspire stuttering intervention? The clinical usefulness of an ancient philosophy"". semantic_scholar_foundational, 2022.","كونري، إيه.، كافانا، إيه.، كولمان، آر. ""هل يمكن للرواقية أن تلهم التدخل في التأتأة؟ الفائدة السريرية لفلسفة قديمة"". semantic_scholar_foundational، 2022."
"Stoicism and Epicureanism: Ethics, Happiness, and the Good Life",الرواقية والأبيقورية: الأخلاق والسعادة والحياة الطيبة.,https://smarticle.tech/en/article/stoicism-and-epicureanism-ethics-happiness-and-the-good-life-202605121302,https://smarticle.tech/ar/article/stoicism-and-epicureanism-ethics-happiness-and-the-good-life-202605121302,Ancient Philosophy,Greek Medicine Practice at Ancient Rome: The Physician Molecularist Asclepiades,https://doi.org/10.3390/medicines4040092,"Santacroce, L.; Bottalico, L.; Charitos, I. A. ""Greek Medicine Practice at Ancient Rome: The Physician Molecularist Asclepiades"". Medicines, 2017.","سانتاكروس، إل.؛ بوتيليكو، إل.؛ كاريتوس، آي. إيه. ""الممارسة الطبية اليونانية في روما القديمة: الطبيب الجزيئي أسكليبياديس"". Medicines، 2017."
"Stoicism and Epicureanism: Ethics, Happiness, and the Good Life",الرواقية والأبيقورية: الأخلاق والسعادة والحياة الطيبة.,https://smarticle.tech/en/article/stoicism-and-epicureanism-ethics-happiness-and-the-good-life-202605121302,https://smarticle.tech/ar/article/stoicism-and-epicureanism-ethics-happiness-and-the-good-life-202605121302,Ancient Philosophy,A Civic Alternative to Stoicism: The Ethics of Hellenistic Honorary Decrees,https://doi.org/10.1525/CA.2018.37.2.187,"Gray, B. ""A Civic Alternative to Stoicism: The Ethics of Hellenistic Honorary Decrees"". Classical Antiquity, 2018.","جراي، ب. ""بديل مدني للرواقية: أخلاقيات المراسيم الفخرية الهلنستية"". Classical Antiquity، 2018."
"Ibn Rushd (Averroes): Rationalism, Aristotle, and the Active Intellect",ابن رشد (أفيروز): العقلانية، أرسطو، والعقل الفعال.,https://smarticle.tech/en/article/ibn-rushd-averroes-rationalism-aristotle-and-the-active-intellect-202605121316,https://smarticle.tech/ar/article/ibn-rushd-averroes-rationalism-aristotle-and-the-active-intellect-202605121316,Islamic Philosophy,"The Muqaddimah, an introduction to history",https://archive.org/details/muqaddimatalalla008800,"The Muqaddimah, an introduction to history. by Ibn Khaldūn, عبد الرحمن ابن خلدون Abdel Rahman Ibn Khaldun. (1858). — Routledge & K. Paul, in association with Secker and Warburg. ISBN: 0878500561","The Muqaddimah, an introduction to history. بقلم Ibn Khaldūn، عبد الرحمن ابن خلدون Abdel Rahman Ibn Khaldun. (1858). — Routledge & K. Paul, in association with Secker and Warburg. ردمك: 0878500561"
"Ibn Rushd (Averroes): Rationalism, Aristotle, and the Active Intellect",ابن رشد (أفيروز): العقلانية، أرسطو، والعقل الفعال.,https://smarticle.tech/en/article/ibn-rushd-averroes-rationalism-aristotle-and-the-active-intellect-202605121316,https://smarticle.tech/ar/article/ibn-rushd-averroes-rationalism-aristotle-and-the-active-intellect-202605121316,Islamic Philosophy,Nicomachean Ethics,https://archive.org/details/nicomacheanethic1865aris,Nicomachean Ethics. by Aristotle. (1558). — Harvard University Press. ISBN: 1015407412,Nicomachean Ethics. بقلم Aristotle. (1558). — Harvard University Press. ردمك: 1015407412
"Ibn Rushd (Averroes): Rationalism, Aristotle, and the Active Intellect",ابن رشد (أفيروز): العقلانية، أرسطو، والعقل الفعال.,https://smarticle.tech/en/article/ibn-rushd-averroes-rationalism-aristotle-and-the-active-intellect-202605121316,https://smarticle.tech/ar/article/ibn-rushd-averroes-rationalism-aristotle-and-the-active-intellect-202605121316,Islamic Philosophy,"Alfarabi, Avicenna, and Averroes, on Intellect",https://books.google.com/books,"Alfarabi, Avicenna, and Averroes, on Intellect. by Herbert A. Davidson. (1992). — Oxford University Press. ISBN: 9780195360776","Alfarabi, Avicenna, and Averroes, on Intellect. بقلم Herbert A. Davidson. (1992). — Oxford University Press. ردمك: 9780195360776"
Al-Farabi's Political Philosophy: The Virtuous City and Philosopher-King,الفلسفة السياسية للفارابي: المدينة الفاضلة والملك الفيلسوف.,https://smarticle.tech/en/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,https://smarticle.tech/ar/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,Islamic Philosophy,Medieval political philosophy,https://archive.org/details/medievalpolitica00lern,Medieval political philosophy. by Ralph Lerner. (1963). — Free Press. ISBN: 9780801491399,Medieval political philosophy. بقلم Ralph Lerner. (1963). — Free Press. ردمك: 9780801491399
Al-Farabi's Political Philosophy: The Virtuous City and Philosopher-King,الفلسفة السياسية للفارابي: المدينة الفاضلة والملك الفيلسوف.,https://smarticle.tech/en/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,https://smarticle.tech/ar/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,Islamic Philosophy,Political thought in medieval Islam,https://archive.org/details/politicalthought0000rose,Political thought in medieval Islam. by Erwin Isak Jakob Rosenthal. (1958). — University Press. ISBN: 9780313250941,Political thought in medieval Islam. بقلم Erwin Isak Jakob Rosenthal. (1958). — University Press. ردمك: 9780313250941
Al-Farabi's Political Philosophy: The Virtuous City and Philosopher-King,الفلسفة السياسية للفارابي: المدينة الفاضلة والملك الفيلسوف.,https://smarticle.tech/en/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,https://smarticle.tech/ar/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,Islamic Philosophy,State and Government in Medieval Islam,https://openlibrary.org/works/OL20346800W,State and Government in Medieval Islam. by Ann K. S. Lambton. (2013). — Routledge. ISBN: 9781136605208,State and Government in Medieval Islam. بقلم Ann K. S. Lambton. (2013). — Routledge. ردمك: 9781136605208
Al-Farabi's Political Philosophy: The Virtuous City and Philosopher-King,الفلسفة السياسية للفارابي: المدينة الفاضلة والملك الفيلسوف.,https://smarticle.tech/en/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,https://smarticle.tech/ar/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,Islamic Philosophy,Al- farabi on the perfect state,https://openlibrary.org/works/OL824493W,Al- farabi on the perfect state. by Fārābī. (1985). — Oxford University Press. ISBN: 9780198245056,Al- farabi on the perfect state. بقلم Fārābī. (1985). — Oxford University Press. ردمك: 9780198245056
Al-Farabi's Political Philosophy: The Virtuous City and Philosopher-King,الفلسفة السياسية للفارابي: المدينة الفاضلة والملك الفيلسوف.,https://smarticle.tech/en/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,https://smarticle.tech/ar/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,Islamic Philosophy,Al Farabi,https://openlibrary.org/works/OL23789923W,Al Farabi. by Philippe Vallat. (2012). — Societe d'edition Les Belles lettres. ISBN: 2251183132,Al Farabi. بقلم Philippe Vallat. (2012). — Societe d'edition Les Belles lettres. ردمك: 2251183132
Al-Farabi's Political Philosophy: The Virtuous City and Philosopher-King,الفلسفة السياسية للفارابي: المدينة الفاضلة والملك الفيلسوف.,https://smarticle.tech/en/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,https://smarticle.tech/ar/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,Islamic Philosophy,On the perfect state,https://openlibrary.org/works/OL824486W,"On the perfect state. by Fārābī, Richard Walzer. (1998). — Distributed by KAZI Publications. ISBN: 1871031761",On the perfect state. بقلم Fārābī، Richard Walzer. (1998). — Distributed by KAZI Publications. ردمك: 1871031761
Al-Farabi's Political Philosophy: The Virtuous City and Philosopher-King,الفلسفة السياسية للفارابي: المدينة الفاضلة والملك الفيلسوف.,https://smarticle.tech/en/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,https://smarticle.tech/ar/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,Islamic Philosophy,Poetics,https://archive.org/details/artofpoetry00aris,Poetics. by Aristotle. (1536). — NuVision Publications. ISBN: 1420925989,Poetics. بقلم Aristotle. (1536). — NuVision Publications. ردمك: 1420925989
Al-Farabi's Political Philosophy: The Virtuous City and Philosopher-King,الفلسفة السياسية للفارابي: المدينة الفاضلة والملك الفيلسوف.,https://smarticle.tech/en/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,https://smarticle.tech/ar/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,Islamic Philosophy,La Poetica,https://archive.org/details/metaphysicsofari00aris,La Poetica. by Aristotle. (1479). — Harvard University Press. ISBN: 9781430447160,La Poetica. بقلم Aristotle. (1479). — Harvard University Press. ردمك: 9781430447160
Al-Farabi's Political Philosophy: The Virtuous City and Philosopher-King,الفلسفة السياسية للفارابي: المدينة الفاضلة والملك الفيلسوف.,https://smarticle.tech/en/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,https://smarticle.tech/ar/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,Islamic Philosophy,Aquinas,https://archive.org/details/selectedwritings0000thom_m2u0,Aquinas. by Thomas Aquinas. (1948). — Franciscans of the Immaculate. ISBN: 0631129243,Aquinas. بقلم Thomas Aquinas. (1948). — Franciscans of the Immaculate. ردمك: 0631129243
Al-Farabi's Political Philosophy: The Virtuous City and Philosopher-King,الفلسفة السياسية للفارابي: المدينة الفاضلة والملك الفيلسوف.,https://smarticle.tech/en/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,https://smarticle.tech/ar/article/al-farabi-s-political-philosophy-the-virtuous-city-and-philosopher-king-202605160149,Islamic Philosophy,THE DISAPPEARING PHILOSOPHER-KING,https://doi.org/10.4324/9780203201817-10,"Plato. ""THE DISAPPEARING PHILOSOPHER-KING"". *crossref*, 2003.","بلاتو. ""الملك الفيلسوف الذي يتلاشى"". *كروسريف*، 2003."
Al-Ghazali's Epistemology vs. Ibn Sina's Avicennism: A Philosophical Debate,الإبستمولوجيا الغزالية مقابل الأفيسينية لابن سينا: نقاش فلسفي.,https://smarticle.tech/en/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,https://smarticle.tech/ar/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,Islamic Philosophy,"Islamic Law, Epistemology and Modernity",https://openlibrary.org/works/OL8105040W,"Islamic Law, Epistemology and Modernity. by Ashk Dahlen. (2003). — Taylor & Francis Group. ISBN: 9780415762403","Islamic Law, Epistemology and Modernity. بقلم Ashk Dahlen. (2003). — Taylor & Francis Group. ردمك: 9780415762403"
Al-Ghazali's Epistemology vs. Ibn Sina's Avicennism: A Philosophical Debate,الإبستمولوجيا الغزالية مقابل الأفيسينية لابن سينا: نقاش فلسفي.,https://smarticle.tech/en/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,https://smarticle.tech/ar/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,Islamic Philosophy,The Principles of Epistemology in Islamic Philosophy,https://openlibrary.org/works/OL8357991W,The Principles of Epistemology in Islamic Philosophy. by Mehdi Ha'Iri Yazdi. (1992). — State Univ of New York Pr. ISBN: 9780791409473,The Principles of Epistemology in Islamic Philosophy. بقلم Mehdi Ha'Iri Yazdi. (1992). — State Univ of New York Pr. ردمك: 9780791409473
Al-Ghazali's Epistemology vs. Ibn Sina's Avicennism: A Philosophical Debate,الإبستمولوجيا الغزالية مقابل الأفيسينية لابن سينا: نقاش فلسفي.,https://smarticle.tech/en/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,https://smarticle.tech/ar/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,Islamic Philosophy,Epistemology of the Quran,https://openlibrary.org/works/OL20831516W,Epistemology of the Quran. by M. Ashraf Adeel. (2019). — Springer. ISBN: 303017557X,Epistemology of the Quran. بقلم M. Ashraf Adeel. (2019). — Springer. ردمك: 303017557X
Al-Ghazali's Epistemology vs. Ibn Sina's Avicennism: A Philosophical Debate,الإبستمولوجيا الغزالية مقابل الأفيسينية لابن سينا: نقاش فلسفي.,https://smarticle.tech/en/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,https://smarticle.tech/ar/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,Islamic Philosophy,Philosophy of Religion in Post-Revolutionary Iran,https://openlibrary.org/works/OL22147481W,Philosophy of Religion in Post-Revolutionary Iran. by Heydar Shadi. (2018). — Taylor & Francis Group. ISBN: 9781315108766,Philosophy of Religion in Post-Revolutionary Iran. بقلم Heydar Shadi. (2018). — Taylor & Francis Group. ردمك: 9781315108766
Al-Ghazali's Epistemology vs. Ibn Sina's Avicennism: A Philosophical Debate,الإبستمولوجيا الغزالية مقابل الأفيسينية لابن سينا: نقاش فلسفي.,https://smarticle.tech/en/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,https://smarticle.tech/ar/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,Islamic Philosophy,Philosophical instructions,https://openlibrary.org/works/OL10213730W,"Philosophical instructions. by Muhammad Taqi Misbah Yazdi, MuhÌ£ammad TaqiÌ MisÌ£baÌhÌ£ YazdiÌ, Ayatullah Muhammad Taqi Misbah Yazdi. (1999). — Global Publications. ISBN: 9781883058753",Philosophical instructions. بقلم Muhammad Taqi Misbah Yazdi، MuhÌ£ammad TaqiÌ MisÌ£baÌhÌ£ YazdiÌ، Ayatullah Muhammad Taqi Misbah Yazdi. (1999). — Global Publications. ردمك: 9781883058753
