Academic Concept (EN),Academic Concept (AR),Concept URL (EN),Concept URL (AR),Subcategory,Reference Title,Reference URL,Citation (EN),Citation (AR)
"Physical Geography of Africa: Landscape, Climate Zones, and Bioregions",الجغرافيا الطبيعية لأفريقيا: التضاريس، مناطق المناخ، والمناطق البيولوجية.,https://smarticle.tech/en/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,https://smarticle.tech/ar/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,Continents,The encyclopædia of geography,https://archive.org/details/encyclopdiageog00bradgoog,"The encyclopædia of geography. by Murray, Hugh. (1837). — Lea and Blanchard. ISBN: 9780665493836","The encyclopædia of geography. بقلم Murray, Hugh. (1837). — Lea and Blanchard. ردمك: 9780665493836"
"Physical Geography of Africa: Landscape, Climate Zones, and Bioregions",الجغرافيا الطبيعية لأفريقيا: التضاريس، مناطق المناخ، والمناطق البيولوجية.,https://smarticle.tech/en/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,https://smarticle.tech/ar/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,Continents,World geography,https://archive.org/details/worldgeography00brad_0,World geography. by John Hodgdon Bradley. (1945). — Ginn,World geography. بقلم John Hodgdon Bradley. (1945). — Ginn
"Physical Geography of Africa: Landscape, Climate Zones, and Bioregions",الجغرافيا الطبيعية لأفريقيا: التضاريس، مناطق المناخ، والمناطق البيولوجية.,https://smarticle.tech/en/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,https://smarticle.tech/ar/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,Continents,The Uganda protectorate,https://archive.org/details/ugandaprotectora01john,The Uganda protectorate. by Harry Hamilton Johnston. (1902). — Hutchinson,The Uganda protectorate. بقلم Harry Hamilton Johnston. (1902). — Hutchinson
"Physical Geography of Africa: Landscape, Climate Zones, and Bioregions",الجغرافيا الطبيعية لأفريقيا: التضاريس، مناطق المناخ، والمناطق البيولوجية.,https://smarticle.tech/en/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,https://smarticle.tech/ar/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,Continents,"An account of travels into the interior of Southern Africa, in the years 1797 and 1798",https://archive.org/details/accountoftravels01barr,"An account of travels into the interior of Southern Africa, in the years 1797 and 1798. by John Barrow. (1801). — Johnson Reprint","An account of travels into the interior of Southern Africa, in the years 1797 and 1798. بقلم John Barrow. (1801). — Johnson Reprint"
"Physical Geography of Africa: Landscape, Climate Zones, and Bioregions",الجغرافيا الطبيعية لأفريقيا: التضاريس، مناطق المناخ، والمناطق البيولوجية.,https://smarticle.tech/en/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,https://smarticle.tech/ar/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,Continents,South African scenery,https://openlibrary.org/works/OL4594774W,South African scenery. by Lester Charles King. (1942). — Hafner Pub. Co.,South African scenery. بقلم Lester Charles King. (1942). — Hafner Pub. Co.
"Physical Geography of Africa: Landscape, Climate Zones, and Bioregions",الجغرافيا الطبيعية لأفريقيا: التضاريس، مناطق المناخ، والمناطق البيولوجية.,https://smarticle.tech/en/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,https://smarticle.tech/ar/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,Continents,A new Outline Geography of West Africa,https://openlibrary.org/works/OL11325492W,A new Outline Geography of West Africa. by Herbert Oguejiofo Nkemka Oboli. (1978). — Harrap (etc.). ISBN: 9780245532139,A new Outline Geography of West Africa. بقلم Herbert Oguejiofo Nkemka Oboli. (1978). — Harrap (etc.). ردمك: 9780245532139
"Physical Geography of Africa: Landscape, Climate Zones, and Bioregions",الجغرافيا الطبيعية لأفريقيا: التضاريس، مناطق المناخ، والمناطق البيولوجية.,https://smarticle.tech/en/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,https://smarticle.tech/ar/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,Continents,An Introduction to Map Reading for Kenya,https://openlibrary.org/works/OL10199426M,"An Introduction to Map Reading for Kenya. by J.P. Odero, G.E.D. Lewis. (1988). — Evans Brothers - Africa list. ISBN: 9780237509590",An Introduction to Map Reading for Kenya. بقلم J.P. Odero، G.E.D. Lewis. (1988). — Evans Brothers - Africa list. ردمك: 9780237509590
"Physical Geography of Africa: Landscape, Climate Zones, and Bioregions",الجغرافيا الطبيعية لأفريقيا: التضاريس، مناطق المناخ، والمناطق البيولوجية.,https://smarticle.tech/en/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,https://smarticle.tech/ar/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,Continents,African Biomes,https://doi.org/10.1093/obo/9780199830060-0112,"Sinclair, Anthony R.E., and Rene L. Beyers. ""African Biomes"". *crossref*, 2014.","سينكلير، أنتوني آر. إي.، وبييرس، رينيه إل. ""الأنظمة البيئية الأفريقية"". *كروسريف*، 2014."
"Physical Geography of Africa: Landscape, Climate Zones, and Bioregions",الجغرافيا الطبيعية لأفريقيا: التضاريس، مناطق المناخ، والمناطق البيولوجية.,https://smarticle.tech/en/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,https://smarticle.tech/ar/article/physical-geography-of-africa-landscape-climate-zones-and-bioregions-202605140924,Continents,Biomes and Zonobiomes,https://doi.org/10.1007/978-3-642-76268-0_7,"Huggett, Richard John. ""Biomes and Zonobiomes"". crossref, 1991.","هاغيت، ريتشارد جون. ""الأنظمة البيئية والمناطق البيئية"". *كروسريف*، 1991."
"Physical Geography of Asia: Relief, River Systems, and Monsoon Dynamics",الجغرافيا الفيزيائية لآسيا: التضاريس، أنظمة الأنهار، وديناميات الرياح الموسمية.,https://smarticle.tech/en/article/physical-geography-of-asia-relief-river-systems-and-monsoon-dynamics-202605140931,https://smarticle.tech/ar/article/physical-geography-of-asia-relief-river-systems-and-monsoon-dynamics-202605140931,Continents,Essai politique sur le royaume de la Nouvelle-Espagne,https://archive.org/details/cihm_18544,Essai politique sur le royaume de la Nouvelle-Espagne. by Alexander von Humboldt. (1811). — I. Riley. ISBN: 0665181760,Essai politique sur le royaume de la Nouvelle-Espagne. بقلم Alexander von Humboldt. (1811). — I. Riley. ردمك: 0665181760
"Physical Geography of Asia: Relief, River Systems, and Monsoon Dynamics",الجغرافيا الفيزيائية لآسيا: التضاريس، أنظمة الأنهار، وديناميات الرياح الموسمية.,https://smarticle.tech/en/article/physical-geography-of-asia-relief-river-systems-and-monsoon-dynamics-202605140931,https://smarticle.tech/ar/article/physical-geography-of-asia-relief-river-systems-and-monsoon-dynamics-202605140931,Continents,Ansichten der Natur,https://archive.org/details/ansichtendernatu00humb,Ansichten der Natur. by Alexander von Humboldt. (1849). — Editions européennes Erasme. ISBN: 2738800718,Ansichten der Natur. بقلم Alexander von Humboldt. (1849). — Editions européennes Erasme. ردمك: 2738800718
"Physical Geography of Asia: Relief, River Systems, and Monsoon Dynamics",الجغرافيا الفيزيائية لآسيا: التضاريس، أنظمة الأنهار، وديناميات الرياح الموسمية.,https://smarticle.tech/en/article/physical-geography-of-asia-relief-river-systems-and-monsoon-dynamics-202605140931,https://smarticle.tech/ar/article/physical-geography-of-asia-relief-river-systems-and-monsoon-dynamics-202605140931,Continents,Universal Geography,https://openlibrary.org/works/OL24374239W,Universal Geography. by Conrad Malte-Brun. (2015). — Franklin Classics. ISBN: 9781343667044,Universal Geography. بقلم Conrad Malte-Brun. (2015). — Franklin Classics. ردمك: 9781343667044
"Physical Geography of Asia: Relief, River Systems, and Monsoon Dynamics",الجغرافيا الفيزيائية لآسيا: التضاريس، أنظمة الأنهار، وديناميات الرياح الموسمية.,https://smarticle.tech/en/article/physical-geography-of-asia-relief-river-systems-and-monsoon-dynamics-202605140931,https://smarticle.tech/ar/article/physical-geography-of-asia-relief-river-systems-and-monsoon-dynamics-202605140931,Continents,The encyclopædia of geography,https://archive.org/details/encyclopdiageog00bradgoog,"The encyclopædia of geography. by Murray, Hugh. (1837). — Lea and Blanchard. ISBN: 9780665493836","The encyclopædia of geography. بقلم Murray, Hugh. (1837). — Lea and Blanchard. ردمك: 9780665493836"
"Physical Geography of Asia: Relief, River Systems, and Monsoon Dynamics",الجغرافيا الفيزيائية لآسيا: التضاريس، أنظمة الأنهار، وديناميات الرياح الموسمية.,https://smarticle.tech/en/article/physical-geography-of-asia-relief-river-systems-and-monsoon-dynamics-202605140931,https://smarticle.tech/ar/article/physical-geography-of-asia-relief-river-systems-and-monsoon-dynamics-202605140931,Continents,The Physical Geography of Southeast Asia,https://doi.org/10.1093/oso/9780199248025.001.0001,"The Physical Geography of Southeast Asia. *Source*, 2019.",النص: الجغرافيا الفيزيائية لجنوب شرق آسيا. *Source*، 2019.
"Political Geography: National Borders, Territory, and Sovereignty",الجغرافيا السياسية: الحدود الوطنية، الإقليم، والسيادة.,https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,https://smarticle.tech/ar/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,"Cosmopolitanism, Self-Determination and Territory",https://openlibrary.org/works/OL20673284W,"Cosmopolitanism, Self-Determination and Territory. by Oliviero Angeli. (2015). — Palgrave Macmillan. ISBN: 1137004940","Cosmopolitanism, Self-Determination and Territory. بقلم Oliviero Angeli. (2015). — Palgrave Macmillan. ردمك: 1137004940"
"Political Geography: National Borders, Territory, and Sovereignty",الجغرافيا السياسية: الحدود الوطنية، الإقليم، والسيادة.,https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,https://smarticle.tech/ar/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,"Borders, nations, and states",https://archive.org/details/bordersnationsst0000unse,"Borders, nations, and states. by Liam O'Dowd, Thomas M. Wilson. (1996). — Avebury. ISBN: 9781859721582","Borders, nations, and states. بقلم Liam O'Dowd، Thomas M. Wilson. (1996). — Avebury. ردمك: 9781859721582"
"Political Geography: National Borders, Territory, and Sovereignty",الجغرافيا السياسية: الحدود الوطنية، الإقليم، والسيادة.,https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,https://smarticle.tech/ar/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,Identifying the ‘Outsider’: An Assessment of Foreigner Tribunals in the Indian State of Assam,https://doi.org/10.35715/scr2001.117,"Rahman, T. A. ""Identifying the ‘Outsider’: An Assessment of Foreigner Tribunals in the Indian State of Assam"". semantic_scholar_foundational, 2020.","رحمن، ط. أ. ""تحديد 'الغريب': تقييم محاكم الأجانب في ولاية آسام الهندية"". semantic_scholar_foundational، 2020."
"Political Geography: National Borders, Territory, and Sovereignty",الجغرافيا السياسية: الحدود الوطنية، الإقليم، والسيادة.,https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,https://smarticle.tech/ar/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,From impact refugees to deterritorialized states: Foresighting extreme legal-policy cases in asteroid impact scenarios,https://arxiv.org/abs/2111.13643,"Elisa Simão-Soler, E. Peña-Asensio. ""From impact refugees to deterritorialized states: Foresighting extreme legal-policy cases in asteroid impact scenarios"". semantic_scholar_foundational, 2021.","إليسا سيمون-سولر، إي. بينيا-أسينسيو. ""من لاجئي التأثير إلى الدول منزوعة الإقليم: استشراف حالات قانونية-سياسية متطرفة في سيناريوهات تأثير الكويكبات"". semantic_scholar_foundational، 2021."
"Political Geography: National Borders, Territory, and Sovereignty",الجغرافيا السياسية: الحدود الوطنية، الإقليم، والسيادة.,https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,https://smarticle.tech/ar/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,DIVIDING THE ARCTIC. ON THE ISSUE OF THE RUSSIAN ARCTIC BOUNDARIES,https://doi.org/10.28995/2073-6339-2023-4-58-68,"Gomelauri, A. ""DIVIDING THE ARCTIC. ON THE ISSUE OF THE RUSSIAN ARCTIC BOUNDARIES"". semantic_scholar_foundational, 2023.","غوميلوري، أ. ""تقسيم القطب الشمالي: حول مسألة حدود القطب الشمالي الروسي"". semantic_scholar_foundational، 2023."
"Political Geography: National Borders, Territory, and Sovereignty",الجغرافيا السياسية: الحدود الوطنية، الإقليم، والسيادة.,https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,https://smarticle.tech/ar/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,On the Borderline – Using National and International Legal Frameworks to Address the Traffic of Pre-Columbian Antiquities between Mexico and the Unite,https://doi.org/10.4467/2450050xsnr.21.018.15263,"Quiñones Vilá, Claudia S. ""On the Borderline – Using National and International Legal Frameworks to Address the Traffic of Pre-Columbian Antiquities between Mexico and the United States"". semantic_scholar_foundational, 2021.","كوينونيس فيلا، كلوديا س. ""على الحدود – استخدام الأطر القانونية الوطنية والدولية لمعالجة تجارة الآثار ما قبل الكولومبية بين المكسيك والولايات المتحدة"". semantic_scholar_foundational، 2021."
"Political Geography: National Borders, Territory, and Sovereignty",الجغرافيا السياسية: الحدود الوطنية، الإقليم، والسيادة.,https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,https://smarticle.tech/ar/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,Features of legal differentiation of the border sphere in Ukraine,https://doi.org/10.54103/2464-8914/21918,"Tyshchuk, Viktor Volodymyrovych. ""Features of legal differentiation of the border sphere in Ukraine"". semantic_scholar_foundational, 2023.","تيشتشوك، فيكتور فولوديميروفيتش. ""ميزات التمييز القانوني لقطاع الحدود في أوكرانيا"". semantic_scholar_foundational، 2023."
"Political Geography: National Borders, Territory, and Sovereignty",الجغرافيا السياسية: الحدود الوطنية، الإقليم، والسيادة.,https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,https://smarticle.tech/ar/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,Memoirs of a Revolutionist,https://archive.org/details/memoirsofrevolut0000unse_t6f5,Memoirs of a Revolutionist. by Peter Kropotkin. (1899). — Horizon Press. ISBN: 0921689187,Memoirs of a Revolutionist. بقلم Peter Kropotkin. (1899). — Horizon Press. ردمك: 0921689187
"Political Geography: National Borders, Territory, and Sovereignty",الجغرافيا السياسية: الحدود الوطنية، الإقليم، والسيادة.,https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,https://smarticle.tech/ar/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,Description of Greece,https://archive.org/details/descriptionofgre05paus_0,"Description of Greece. by Pausanias, Jean Pouilloux, James George Frazer. (1613). — Ekdotikē Athēnōn. ISBN: 9788804474098",Description of Greece. بقلم Pausanias، Jean Pouilloux، James George Frazer. (1613). — Ekdotikē Athēnōn. ردمك: 9788804474098
"Political Geography: National Borders, Territory, and Sovereignty",الجغرافيا السياسية: الحدود الوطنية، الإقليم، والسيادة.,https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,https://smarticle.tech/ar/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei,https://openlibrary.org/works/OL33207850W,Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei. by Kokuritsu Kokkai Toshokan (Japan). (1991). — Maruzen kabushiki Kaisha,Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei. بقلم Kokuritsu Kokkai Toshokan (Japan). (1991). — Maruzen kabushiki Kaisha
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",تشكيل الدول والجيوسياسة: لماذا ترتفع الدول وتفشل وتُصلح.,https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,https://smarticle.tech/ar/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,Capitalism in Contemporary Iran,https://openlibrary.org/works/OL37567148W,Capitalism in Contemporary Iran. by Kayhan Valadbaygi. (2024). — Manchester University Press. ISBN: 9781526161772,Capitalism in Contemporary Iran. بقلم Kayhan Valadbaygi. (2024). — Manchester University Press. ردمك: 9781526161772
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",تشكيل الدول والجيوسياسة: لماذا ترتفع الدول وتفشل وتُصلح.,https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,https://smarticle.tech/ar/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,Living by the Gun in Chad,https://openlibrary.org/works/OL26744358W,"Living by the Gun in Chad. by Marielle Debos, Andrew Brown. (2016). — Zed Books, Limited. ISBN: 1783605332","Living by the Gun in Chad. بقلم Marielle Debos، Andrew Brown. (2016). — Zed Books, Limited. ردمك: 1783605332"
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",تشكيل الدول والجيوسياسة: لماذا ترتفع الدول وتفشل وتُصلح.,https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,https://smarticle.tech/ar/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,State Formation and Territoriality in the European Union,https://doi.org/10.1080/714000979,"Heeg, S., Ossenbrügge, J. ""State Formation and Territoriality in the European Union"". crossref, 2002.","Heeg, S., Ossenbrügge, J. ""State Formation and Territoriality in the European Union"". crossref, 2002."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",تشكيل الدول والجيوسياسة: لماذا ترتفع الدول وتفشل وتُصلح.,https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,https://smarticle.tech/ar/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,Ethnic Enclavisation and State Formation In Kosovo,https://doi.org/10.1080/14650040903500890,"Dahlman, Carl T., and Trent Williams. ""Ethnic Enclavisation and State Formation In Kosovo"". *crossref*, 2010.","Dahlman, Carl T., and Trent Williams. ""Ethnic Enclavisation and State Formation In Kosovo"". *crossref*, 2010."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",تشكيل الدول والجيوسياسة: لماذا ترتفع الدول وتفشل وتُصلح.,https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,https://smarticle.tech/ar/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,The Cartographic Production of Territorial Space: Mapping and State Formation in Early Modern Denmark,https://doi.org/10.1080/14650040801991639,"Strandsbjerg, Jeppe. ""The Cartographic Production of Territorial Space: Mapping and State Formation in Early Modern Denmark"". crossref, 2008.","Strandsbjerg, Jeppe. ""The Cartographic Production of Territorial Space: Mapping and State Formation in Early Modern Denmark"". crossref, 2008."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",تشكيل الدول والجيوسياسة: لماذا ترتفع الدول وتفشل وتُصلح.,https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,https://smarticle.tech/ar/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,Empire and State Formation,https://doi.org/10.1093/obo/9780199730414-0020,"Desbarats, Catherine. ""Empire and State Formation"". *crossref*, 2012.","Desbarats, Catherine. ""Empire and State Formation"". *crossref*, 2012."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",تشكيل الدول والجيوسياسة: لماذا ترتفع الدول وتفشل وتُصلح.,https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,https://smarticle.tech/ar/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,A Theory of Latecomer State Formation,https://doi.org/10.12987/yale/9780300248951.003.0002,"Mazzuca, Sebastián. ""A Theory of Latecomer State Formation"". *crossref*, 2021.","Mazzuca, Sebastián. ""A Theory of Latecomer State Formation"". *crossref*, 2021."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",تشكيل الدول والجيوسياسة: لماذا ترتفع الدول وتفشل وتُصلح.,https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,https://smarticle.tech/ar/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,History of theoretical thought on inter-state relations and the formation of “International Relations” as an academic discipline,https://doi.org/10.2307/j.ctvdf09vd.4,"""History of theoretical thought on inter-state relations and the formation of “International Relations” as an academic discipline"". crossref, 2013.","""History of theoretical thought on inter-state relations and the formation of “International Relations” as an academic discipline"". crossref, 2013."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",تشكيل الدول والجيوسياسة: لماذا ترتفع الدول وتفشل وتُصلح.,https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,https://smarticle.tech/ar/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,Religion and state formation,https://doi.org/10.4324/9780203126943-7,"Religion and state formation. ""Religion and state formation"". crossref, 2013.","Religion and state formation. ""Religion and state formation"". crossref, 2013."
