Academic Concept,Concept URL,Subcategory,Reference Title,Reference URL,Citation
"Ancient Egyptian Civilization: Society, Religion, and Legacy",https://smarticle.tech/en/article/ancient-egyptian-civilization-society-religion-and-legacy-202605120549,Ancient Civilizations,Life in Ancient Egypt,https://openlibrary.org/works/OL9676723W,Life in Ancient Egypt. by Katriana Hazell. (1989). — National Museums of Scotland. ISBN: 0948636173
"Ancient Egyptian Civilization: Society, Religion, and Legacy",https://smarticle.tech/en/article/ancient-egyptian-civilization-society-religion-and-legacy-202605120549,Ancient Civilizations,Avaris: The Capital of the Hyksos,https://openlibrary.org/works/OL2233508W,Avaris: The Capital of the Hyksos. by Manfred Bietak. (1995). — Published by British Museum Press. ISBN: 9780714109688
"Ancient Egyptian Civilization: Society, Religion, and Legacy",https://smarticle.tech/en/article/ancient-egyptian-civilization-society-religion-and-legacy-202605120549,Ancient Civilizations,"Egyptian Grammar, or General Principles of Egyptian Sacred Writing",https://openlibrary.org/works/OL39713274W,"Egyptian Grammar, or General Principles of Egyptian Sacred Writing. by Jean Champollion, Jr., David, G. Stewart. (2013). — CreateSpace Independent Publishing Platform. ISBN: 1484914252"
"Ancient Egyptian Civilization: Society, Religion, and Legacy",https://smarticle.tech/en/article/ancient-egyptian-civilization-society-religion-and-legacy-202605120549,Ancient Civilizations,"THE NILE AND EGYPTIAN CIVILIZATION. By Alexander Moret. Kegan Paul. 1927. pp. 478, and 24 plates. 25s.",https://doi.org/10.1017/s0003598x00001794,"Flinders Petrie. ""THE NILE AND EGYPTIAN CIVILIZATION"". Kegan Paul, 1927."
"Ancient Egyptian Civilization: Society, Religion, and Legacy",https://smarticle.tech/en/article/ancient-egyptian-civilization-society-religion-and-legacy-202605120549,Ancient Civilizations,"Religion, Pharaonic Egypt",https://doi.org/10.1002/9781444338386.wbeah15344,"Warburton, David A. and Salima Ikram. ""Religion, Pharaonic Egypt"". *crossref*, 2012."
"Mesopotamian Societies: Sumer, Akkad, and Babylon",https://smarticle.tech/en/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,The face of the ancient Orient,https://archive.org/details/faceofancientori0000mosc_y8y6,The face of the ancient Orient. by Sabatino Moscati. (1960). — Routledge & K. Paul. ISBN: 9780486419527
"Mesopotamian Societies: Sumer, Akkad, and Babylon",https://smarticle.tech/en/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Origins,https://openlibrary.org/works/OL2767981W,Origins. by William W. Hallo. (1996). — E.J. Brill. ISBN: 9780391041509
"Mesopotamian Societies: Sumer, Akkad, and Babylon",https://smarticle.tech/en/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Riches Hidden in Secret Places,https://openlibrary.org/works/OL4979712W,"Riches Hidden in Secret Places. by I. Tzvi Abusch. (2002). — Eisenbrauns, Incorporated. ISBN: 1575065339"
"Mesopotamian Societies: Sumer, Akkad, and Babylon",https://smarticle.tech/en/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Writing and ancient Near Eastern society,https://openlibrary.org/works/OL16955311W,"Writing and ancient Near Eastern society. by A. R. Millard, Piotr Bienkowski, C. Mee. (2005). — T&T Clark. ISBN: 9780567026910"
"Mesopotamian Societies: Sumer, Akkad, and Babylon",https://smarticle.tech/en/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Letters to the King of Mari,https://openlibrary.org/works/OL6738560W,"Letters to the King of Mari. by Wolfgang Heimpel. (2003). — Eisenbrauns, Incorporated. ISBN: 9781575065441"
"Mesopotamian Societies: Sumer, Akkad, and Babylon",https://smarticle.tech/en/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Bible,https://archive.org/details/holybiblesoarran01unse,Bible. by Bible. (1200). — E.F. Backus. ISBN: 0564069019
"Mesopotamian Societies: Sumer, Akkad, and Babylon",https://smarticle.tech/en/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Ancient art in miniature,https://openlibrary.org/works/OL3092162W,Ancient art in miniature. by Holly Pittman. (1987). — Yale University Press. ISBN: 0810964406
"Mesopotamian Societies: Sumer, Akkad, and Babylon",https://smarticle.tech/en/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Mesopotamian Astrology,https://openlibrary.org/works/OL2578980W,Mesopotamian Astrology. by Ulla Susanne Koch. (1995). — Museum Tusculanum Press. ISBN: 8772892870
"Mesopotamian Societies: Sumer, Akkad, and Babylon",https://smarticle.tech/en/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Selected papers in Greek and Near Eastern History,https://archive.org/details/selectedpapersin0000lewi,Selected papers in Greek and Near Eastern History. by David M. Lewis. (1997). — Cambridge University Press. ISBN: 9780521465649
"Mesopotamian Societies: Sumer, Akkad, and Babylon",https://smarticle.tech/en/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,The world of Achaemenid Persia,https://openlibrary.org/works/OL16983673W,"The world of Achaemenid Persia. by John Curtis, St. John Simpson. (2010). — I.B. Tauris. ISBN: 1350197742"
The Abbasid Caliphate: Golden Age of Islamic Civilization,https://smarticle.tech/en/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,The great caliphs,https://archive.org/details/bwb_P9-ECA-993,The great caliphs. by Amira K. Bennison. (2009). — Yale University Press. ISBN: 9780755696918
The Abbasid Caliphate: Golden Age of Islamic Civilization,https://smarticle.tech/en/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,Arabic thought and the Western world in the golden age of Islam,https://archive.org/details/arabicthoughtwes0000myer,Arabic thought and the Western world in the golden age of Islam. by Eugene A. Myers. (1964). — Bloomsbury Publishing Plc. ISBN: 9780804465625
The Abbasid Caliphate: Golden Age of Islamic Civilization,https://smarticle.tech/en/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,Daily Life in the Islamic Golden Age,https://openlibrary.org/works/OL25691639W,Daily Life in the Islamic Golden Age. by Don Nardo. (2015). — Capstone. ISBN: 9781484666067
The Abbasid Caliphate: Golden Age of Islamic Civilization,https://smarticle.tech/en/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,A history of Arabic astronomy,https://openlibrary.org/works/OL3941554W,A history of Arabic astronomy. by George Saliba. (1994). — New York University Press. ISBN: 9780814779620
The Abbasid Caliphate: Golden Age of Islamic Civilization,https://smarticle.tech/en/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,The Islamic Golden Age and the Caliphates,https://openlibrary.org/works/OL20249281W,The Islamic Golden Age and the Caliphates. by Jason Porterfield. (2016). — Rosen Young Adult. ISBN: 1499463383
The Abbasid Caliphate: Golden Age of Islamic Civilization,https://smarticle.tech/en/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,Merchants and Faith,https://archive.org/details/merchantsfaithmu0000riss,Merchants and Faith. by Patricia Risso. (1995). — Westview Press. ISBN: 0813389119
The Abbasid Caliphate: Golden Age of Islamic Civilization,https://smarticle.tech/en/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,Turāth al-ʻArab al-maʻrifī ḥattá nihāyat al-khilāfah al-ʻAbbāsīyah,https://openlibrary.org/works/OL22409777W,"Turāth al-ʻArab al-maʻrifī ḥattá nihāyat al-khilāfah al-ʻAbbāsīyah. by Muḥsin Jāsim Mūsawī, Buthaynah Khālidī, Māhir Mahdī Hilāl. (2010). — al-Markaz al-Thaqāfī al-ʻArabī. ISBN: 9953684529"
The Abbasid Caliphate: Golden Age of Islamic Civilization,https://smarticle.tech/en/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,ISLAMIC EDUCATION INTITUTIONS IN THE CLASSICAL PERIOD (UMAYYAD AND ABBASID PERIODS),https://doi.org/10.19109/pairf.v6i1.19843,"Nurul Hidayah, Faridi Faridi, Ishomuddin Ishomuddin. ""ISLAMIC EDUCATION INTITUTIONS IN THE CLASSICAL PERIOD (UMAYYAD AND ABBASID PERIODS)"". semantic_scholar_foundational, 2024."
The Abbasid Caliphate: Golden Age of Islamic Civilization,https://smarticle.tech/en/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,The Transformation of Islamic Civilization: A Historical Analysis of the Classical Period and the Golden Age,https://doi.org/10.15548/khazanah.v14i2.1538,"Tri Yugo Yugo, Aep Saepudin. ""The Transformation of Islamic Civilization: A Historical Analysis of the Classical Period and the Golden Age"". semantic_scholar_foundational, 2024."
The Abbasid Caliphate: Golden Age of Islamic Civilization,https://smarticle.tech/en/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,"ISLAMIC CIVILIZATION, PERIODIZATION, AND DEVELOPMENT IN INDONESIA AND SPAIN AND THEIR EFFECT ON WESTERN CIVILIZATION: A HISTORICAL REVIEW",https://doi.org/10.58344/jmi.v2i6.265,"Renata Asmamatin, Ferianto Ferianto. ""ISLAMIC CIVILIZATION, PERIODIZATION, AND DEVELOPMENT IN INDONESIA AND SPAIN AND THEIR EFFECT ON WESTERN CIVILIZATION: A HISTORICAL REVIEW"". JMI, 2023."
The Umayyad Dynasty: Expansion and Administrative Legacy,https://smarticle.tech/en/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Lives of Mahomet and his successors,https://archive.org/details/mahomethissucces00irvi,Lives of Mahomet and his successors. by Washington Irving. (1849). — G.P. Putnam. ISBN: 9781421231358
The Umayyad Dynasty: Expansion and Administrative Legacy,https://smarticle.tech/en/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,"Conquest of Syria, Persia and Ægypt, by the Saracens",https://archive.org/details/historyofsaracen00ockl,"Conquest of Syria, Persia and Ægypt, by the Saracens. by Simon Ockley. (1708). — Bell. ISBN: 1428634835"
The Umayyad Dynasty: Expansion and Administrative Legacy,https://smarticle.tech/en/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,The history of the Saracens,https://archive.org/details/historyofsaracen0000ockl,The history of the Saracens. by Simon Ockley. (1718). — H. G. Bohn. ISBN: 9780524022245
The Umayyad Dynasty: Expansion and Administrative Legacy,https://smarticle.tech/en/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Tārīkh madīnat Dimashq,https://openlibrary.org/works/OL3893810W,Tārīkh madīnat Dimashq. by ʻAlī ibn al-Ḥasan Ibn ʻAsākir. (1900). — Muʾassasat al-Ḥammūdī. ISBN: 1575475995
The Umayyad Dynasty: Expansion and Administrative Legacy,https://smarticle.tech/en/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Ansāb al-ashrāf,https://openlibrary.org/works/OL1606857W,Ansāb al-ashrāf. by Aḥmad ibn Yaḥyá Balādhurī. (1900). — Yuṭlabu min Maktabat al-Muthanná. ISBN: 9783879971305
The Umayyad Dynasty: Expansion and Administrative Legacy,https://smarticle.tech/en/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Prophet and the Age of the Caliphates,https://openlibrary.org/works/OL21274164W,Prophet and the Age of the Caliphates. by Hugh Kennedy. (2015). — Taylor & Francis Group. ISBN: 0367366908
The Umayyad Dynasty: Expansion and Administrative Legacy,https://smarticle.tech/en/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,The history of al-Tabarī,https://archive.org/details/foundationofcomm0007abar,The history of al-Tabarī. by Abu Ja'far Muhammad ibn Jarir al-Tabari. (1985). — State University of New York Press. ISBN: 9780887065668
The Umayyad Dynasty: Expansion and Administrative Legacy,https://smarticle.tech/en/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,The first dynasty of Islam,https://openlibrary.org/works/OL11421991W,The first dynasty of Islam. by G. R. Hawting. (1986). — Croom Helm. ISBN: 0203170385
The Umayyad Dynasty: Expansion and Administrative Legacy,https://smarticle.tech/en/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Al-Maqrīzīs̓ book of contention and strife concerning the relations between the Banū Umayya and the Banū Hāshim,https://archive.org/details/almaqrzsbookofco0000maqr,Al-Maqrīzīs̓ book of contention and strife concerning the relations between the Banū Umayya and the Banū Hāshim. by Aḥmad ibn ʻAlī Maqrīzī. (1980). — University of Manchester
The Umayyad Dynasty: Expansion and Administrative Legacy,https://smarticle.tech/en/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Al-Maqrīzī's book of contention and strife concerning the relations between the Banū Umayya and the Banū Hāshim,https://openlibrary.org/works/OL21175009W,Al-Maqrīzī's book of contention and strife concerning the relations between the Banū Umayya and the Banū Hāshim. by Aḥmad ibn ʻAlī Maqrīzī. (1980). — University of Manchester
The Ottoman Empire: Six Centuries of Imperial Rule,https://smarticle.tech/en/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,The foundation of the Ottoman empire,https://archive.org/details/osmanlimparatorl00gibb,The foundation of the Ottoman empire. by Herbert Adams Gibbons. (1916). — Franklin Classics. ISBN: 0353423610
The Ottoman Empire: Six Centuries of Imperial Rule,https://smarticle.tech/en/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Geschichte des osmanischen Reiches,https://archive.org/details/geschichtedesosm04hamm,"Geschichte des osmanischen Reiches. by Joseph von Hammer-Purgstall, Joseph Freiherr von Hammer-Purgstall. (1827). — C. A. Hartleben"
The Ottoman Empire: Six Centuries of Imperial Rule,https://smarticle.tech/en/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Present state of the Ottoman Empire,https://archive.org/details/presentstateofot00ryca,"Present state of the Ottoman Empire. by Rycaut, Paul Sir. (1668). — Printed for John Starkey and Henry Brome. ISBN: 9780405027871"
The Ottoman Empire: Six Centuries of Imperial Rule,https://smarticle.tech/en/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,The Foundation of the Ottoman Empire; a history of the Osmanlis up to the death of Bayezid I (1300-1403),https://www.gutenberg.org/ebooks/56836,"The Foundation of the Ottoman Empire; a history of the Osmanlis up to the death of Bayezid I (1300-1403). by Gibbons, Herbert Adams. — Project Gutenberg"
The Ottoman Empire: Six Centuries of Imperial Rule,https://smarticle.tech/en/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Les Echelles du Levant,https://archive.org/details/portsofcall00maal,Les Echelles du Levant. by Amin Maalouf. (1996). — Grasset. ISBN: 8420634875
The Ottoman Empire: Six Centuries of Imperial Rule,https://smarticle.tech/en/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,A Peace to End All Peace,https://archive.org/details/peacetoendallpea00from,A Peace to End All Peace. by David Fromkin. (1989). — H. Holt and Co.. ISBN: 1855131633
The Ottoman Empire: Six Centuries of Imperial Rule,https://smarticle.tech/en/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Poland in Ottoman and Turkish Grand Strategy: The Puzzle of an Enduring Alliance over Six Centuries,https://doi.org/10.26650/b/ah3ssc15ssc21.2025.006.007,"Şener Aktürk. ""Poland in Ottoman and Turkish Grand Strategy: The Puzzle of an Enduring Alliance over Six Centuries"". crossref, 2025."
The Ottoman Empire: Six Centuries of Imperial Rule,https://smarticle.tech/en/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,The Fortress: Defining and Mapping the Ottoman Frontier in the Sixteenth and Seventeenth Centuries,https://doi.org/10.5871/bacad/9780197264423.003.0002,"Palmira Brummett. ""The Fortress: Defining and Mapping the Ottoman Frontier in the Sixteenth and Seventeenth Centuries"". *The British Academy*, 2009."
The Ottoman Empire: Six Centuries of Imperial Rule,https://smarticle.tech/en/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Ransom Slavery Along The Ottoman– Hungarian Frontier In The Sixteenth And Seventeenth Centuries,https://doi.org/10.1163/ej.9789004157040.i-256.12,"Géza Pálffy. ""Ransom Slavery Along The Ottoman– Hungarian Frontier In The Sixteenth And Seventeenth Centuries"". crossref, 2007."
The Ottoman Empire: Six Centuries of Imperial Rule,https://smarticle.tech/en/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Religious pluralism in the Balkans during the late Ottoman imperial era,https://doi.org/10.4324/9781315587967-7,"Clayer, Nathalie. ""Religious pluralism in the Balkans during the late Ottoman imperial era"". *crossref*, 2016."
"The Industrial Revolution: Technology, Labor, and Social Transformation",https://smarticle.tech/en/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,Hard Times,https://archive.org/details/hardtimesnewnove00dick,Hard Times. by Charles Dickens. (1854). — Paperbackshop.Co.UK Ltd - Echo Library. ISBN: 9798754730793
"The Industrial Revolution: Technology, Labor, and Social Transformation",https://smarticle.tech/en/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,Great Expectations,https://archive.org/details/dickenswork14dick,Great Expectations. by Charles Dickens. (1861). — Race Point Publishing. ISBN: 0862250862
"The Industrial Revolution: Technology, Labor, and Social Transformation",https://smarticle.tech/en/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,The economy of machinery and manufactures,https://archive.org/details/oneconomyofmac00babb,The economy of machinery and manufactures. by Charles Babbage. (1832). — C. Knight .... ISBN: 0344268179
"The Industrial Revolution: Technology, Labor, and Social Transformation",https://smarticle.tech/en/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,A short history of economic progress,https://archive.org/details/shorthistoryofec0000bren_j5y0,A short history of economic progress. by A. French. (2006). — Routledge. ISBN: 0415286190
"The Industrial Revolution: Technology, Labor, and Social Transformation",https://smarticle.tech/en/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,"Cultural aspects of the industrial revolution: Lynn, Massachusetts, shoemakers and industrial morality, 1826–1860∗",https://doi.org/10.1080/00236567408584301,"Paul Faler. ""Cultural aspects of the industrial revolution: Lynn, Massachusetts, shoemakers and industrial morality, 1826–1860"". *crossref*, 1974."
"The Industrial Revolution: Technology, Labor, and Social Transformation",https://smarticle.tech/en/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,European Socialism: A History of Ideas and Movements from the Industrial Revolution to Hitler's Seizure of Power.,https://doi.org/10.2307/2520411,"Adolf Sturmthal, Carl A. Landauer. ""European Socialism: A History of Ideas and Movements from the Industrial Revolution to Hitler's Seizure of Power"". crossref, 1962."
"The Industrial Revolution: Technology, Labor, and Social Transformation",https://smarticle.tech/en/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,"Women, Writing, and the Industrial Revolution (review)",https://doi.org/10.1353/tech.2000.0081,"Schwarzkopf, Jutta. ""Women, Writing, and the Industrial Revolution (review)"". *Technology and Culture*, 2000."
"The Industrial Revolution: Technology, Labor, and Social Transformation",https://smarticle.tech/en/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,New Technology and Industrial Change: The Impact of the Scientific-Technical Revolution on Labour and Industry.,https://doi.org/10.2307/2523681,"Bourn, Colin; Benson, Ian; Lloyd, John. ""New Technology and Industrial Change: The Impact of the Scientific-Technical Revolution on Labour and Industry"". crossref, 1984."
"The Industrial Revolution: Technology, Labor, and Social Transformation",https://smarticle.tech/en/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,The Subterranean Forest: Energy Systems and the Industrial Revolution (review),https://doi.org/10.1353/tech.2003.0041,"Fred Quivik. ""The Subterranean Forest: Energy Systems and the Industrial Revolution (review)"". *Technology and Culture*, 2003."
"The Industrial Revolution: Technology, Labor, and Social Transformation",https://smarticle.tech/en/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,Child Labor and the Industrial Revolution,https://doi.org/10.2307/368179,"Gardner, Phil; Nardinelli, Clark; Hendrick, Harry. ""Child Labor and the Industrial Revolution"". crossref, 1991."
"World War II: Causes, Theaters, and Global Consequences",https://smarticle.tech/en/article/world-war-ii-causes-theaters-and-global-consequences-202605150623,World History,"The Complete Sherlock Holmes [4 novels, 56 stories]",https://archive.org/details/completesherlock00doyl,"The Complete Sherlock Holmes [4 novels, 56 stories]. by Arthur Conan Doyle. (1900). — Bantam Classics. ISBN: 9781409077060"
"World War II: Causes, Theaters, and Global Consequences",https://smarticle.tech/en/article/world-war-ii-causes-theaters-and-global-consequences-202605150623,World History,Wuthering Heights,https://archive.org/details/wutheringheights0000kesh,Wuthering Heights. by Emily Brontë. (1846). — Les Prairies Numeriques. ISBN: 1425055060
"World War II: Causes, Theaters, and Global Consequences",https://smarticle.tech/en/article/world-war-ii-causes-theaters-and-global-consequences-202605150623,World History,Nineteen Eighty-Four,https://archive.org/details/19840000aowe,Nineteen Eighty-Four. by George Orwell. (1949). — Chiltern. ISBN: 9780451524935
"World War II: Causes, Theaters, and Global Consequences",https://smarticle.tech/en/article/world-war-ii-causes-theaters-and-global-consequences-202605150623,World History,A History of French Literature: Short Histories of the Literatures of the World: II.,https://www.gutenberg.org/ebooks/24700,"A History of French Literature: Short Histories of the Literatures of the World: II.. by Dowden, Edward. — Project Gutenberg"
"World War II: Causes, Theaters, and Global Consequences",https://smarticle.tech/en/article/world-war-ii-causes-theaters-and-global-consequences-202605150623,World History,Slaughterhouse-Five,https://archive.org/details/abatorulcinci0000vonn,Slaughterhouse-Five. by Kurt Vonnegut. (1968). — Laurel. ISBN: 9781559949255
"European Colonialism: Mechanisms, Justifications, and Long-Term Effects",https://smarticle.tech/en/article/european-colonialism-mechanisms-justifications-and-long-term-effects-202605150632,World History,The Autobiography of Benjamin Franklin,https://archive.org/details/autobiographyofb0000fran_s6g2,The Autobiography of Benjamin Franklin. by Benjamin Franklin. (1791). — Printed for Cushing and Carlton. ISBN: 1534829741
"European Colonialism: Mechanisms, Justifications, and Long-Term Effects",https://smarticle.tech/en/article/european-colonialism-mechanisms-justifications-and-long-term-effects-202605150632,World History,Social rights in a post-colonial welfare state: Revisiting ‘universality’ and ‘inclusivity’,https://doi.org/10.1177/09589287241297540,"Westra, E., van Hooren, F. ""Social rights in a post-colonial welfare state: Revisiting ‘universality’ and ‘inclusivity’"". *semantic_scholar_foundational*, 2024."
"European Colonialism: Mechanisms, Justifications, and Long-Term Effects",https://smarticle.tech/en/article/european-colonialism-mechanisms-justifications-and-long-term-effects-202605150632,World History,The Postcommunist Supplement: The Revision of Postcolonial Theory from the East European Quarter,https://doi.org/10.2478/abcsj-2022-0008,"Ștefănescu, B. ""The Postcommunist Supplement: The Revision of Postcolonial Theory from the East European Quarter"". semantic_scholar_foundational, 2022."
"European Colonialism: Mechanisms, Justifications, and Long-Term Effects",https://smarticle.tech/en/article/european-colonialism-mechanisms-justifications-and-long-term-effects-202605150632,World History,Legacy effects of European colonialism on hotspots of biocultural diversity threat,https://doi.org/10.1101/2025.01.27.635019,"B. Lenzner, Andreas Baumann, S. Norder, Franz Essl, Hannes A. Fellner. ""Legacy effects of European colonialism on hotspots of biocultural diversity threat"". semantic_scholar_foundational, 2025."
"European Colonialism: Mechanisms, Justifications, and Long-Term Effects",https://smarticle.tech/en/article/european-colonialism-mechanisms-justifications-and-long-term-effects-202605150632,World History,Placing diverse knowledge systems at the core of transformative climate research,https://doi.org/10.1007/s13280-023-01857-w,"Orlove B., Sherpa P., Dawson N., et al. ""Placing diverse knowledge systems at the core of transformative climate research"". Ambio, 2023."
"European Colonialism: Mechanisms, Justifications, and Long-Term Effects",https://smarticle.tech/en/article/european-colonialism-mechanisms-justifications-and-long-term-effects-202605150632,World History,The Making of Imperial Public Sphere on Portuguese Colonialism,https://doi.org/10.1080/13688804.2023.2299783,"Isadora de Ataíde Fonseca. ""The Making of Imperial Public Sphere on Portuguese Colonialism"". semantic_scholar_foundational, 2023."
"European Colonialism: Mechanisms, Justifications, and Long-Term Effects",https://smarticle.tech/en/article/european-colonialism-mechanisms-justifications-and-long-term-effects-202605150632,World History,Colonialism and Institutional Persistence: Mixed Legislative Legacies in Ghana and Kenya,https://doi.org/10.31219/osf.io/hkbn7,"Opalo, K. ""Colonialism and Institutional Persistence: Mixed Legislative Legacies in Ghana and Kenya"". semantic_scholar_foundational, 2021."
